recipient_domain,verdict,detail,mail_server,addresses,address_count,brands
lemon.partners,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@lemon.partners,1,Lemon Casino
letou.com,accepts mail,1 mail server(s),letou-com.mail.protection.outlook.com,cs@letou.com,1,Letou | Lt
letsgocasino.com,accepts mail,1 mail server(s),smtp.google.com,partners@letsgocasino.com,1,Best Online Casino Canada
levabet.com,"accepts (A record, no MX)",172.67.201.218,,affiliate@levabet.com,1,LevaBet
ligobet.com,accepts mail,3 mail server(s),mx.zoho.eu,marketing@ligobet.com,1,Ligobet
linebet.com,accepts mail,5 mail server(s),aspmx.l.google.com,b2b@linebet.com,1,linebet
liraluck.com,accepts mail,12 mail server(s),aspmx.l.google.com,support@liraluck.com,1,ᐈ Liraluck
live-partners.org,accepts mail,1 mail server(s),mail.live-games.org,partners@live-partners.org,1,LiveGames
loonieplay.com,accepts mail,1 mail server(s),loonieplay-com.mail.protection.outlook.com,info@loonieplay.com,1,loonieplay.com
lottoelite.com,accepts mail,2 mail server(s),mxb.eu.mailgun.org,affiliates@lottoelite.com,1,Apuestas en Línea
luckngo.com,accepts mail,1 mail server(s),luckngo-com.mail.protection.outlook.com,support@luckngo.com,1,luckngo.com online casino
luckyanon.com,accepts mail,2 mail server(s),in1-smtp.messagingengine.com,support@luckyanon.com,1,Lucky Anon Casino
luckybear.partners,accepts mail,1 mail server(s),emx.mail.ru,cooperation@luckybear.partners,1,LuckyBear Casino
luckyclash.info,accepts mail,1 mail server(s),smtpin.rzone.de,info@luckyclash.info,1,Early Access
luckycoin.com,accepts mail,1 mail server(s),smtp.google.com,affiliates@luckycoin.com,1,Lucky Coin Casino
luckysheriff.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@luckysheriff.com,1,ᐈ Luckysheriff
lugarbet.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@lugarbet.com,1,LugarBet
lukkly.com,accepts mail,7 mail server(s),aspmx.l.google.com,affilate@lukkly.com,1,LUKKLY
lukycricket.com,accepts mail,1 mail server(s),smtp.google.com,contact@lukycricket.com,1,Casino
luminous.casino,accepts mail,1 mail server(s),inbound-smtp.eu-west-1.amazonaws.com,support@luminous.casino,1,Luminous
maggiorepartners.com,accepts mail,1 mail server(s),smtp.google.com,affiliates@maggiorepartners.com,1,ᐈ Casinobossy
magic365.email,accepts mail,1 mail server(s),mx.sendgrid.net,en_support@magic365.email,1,Magic365 Casino
maksibet.com,accepts mail,1 mail server(s),mail.maksibet.com,info@maksibet.com,1,Maksibet
mangodorado.com,accepts mail,1 mail server(s),smtp.google.com,support@mangodorado.com,1,Caposino
matadorbet.com,accepts mail,3 mail server(s),mx.zoho.eu,destek@matadorbet.com,1,Matadorbet
matixbet.com,"accepts (A record, no MX)",172.67.157.132,,affiliate@matixbet.com,1,MatixBet
megajeet.com,accepts mail,3 mail server(s),mx.zoho.com,support@megajeet.com,1,megajeet
megapot.io,accepts mail,1 mail server(s),smtp.google.com,support@megapot.io,1,Megapot
megawin.cl,accepts mail,1 mail server(s),services.chacrunamarketing.com,info@megawin.cl,1,MegaWin Casino
melbetaffiliates.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@melbetaffiliates.com,1,Melbet
melbetghana.com,accepts mail,5 mail server(s),aspmx.l.google.com,info-en@melbetghana.com,1,melbetghana
mematogroup.com,accepts mail,1 mail server(s),mail.mematogroup.com,partners@mematogroup.com,1,ArtCasino.io | Casinoorca | Mond | CasinoStars
molcasino.com,"accepts (A record, no MX)",104.26.4.73,,info@molcasino.com,1,Mol
mollydice.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@mollydice.com,1,Mollydice
monotech.group,accepts mail,6 mail server(s),aspmx.l.google.com,info@monotech.group,1,Monotech
moonrocketaffiliates.com,accepts mail,5 mail server(s),aspmx.l.google.com,contact@moonrocketaffiliates.com,1,Big Wins
mostbet.partners,accepts mail,1 mail server(s),mail.infradim.com,help@mostbet.partners,1,Mostbet official website
mrcat.com,accepts mail,8 mail server(s),smtp.google.com,affiliates@mrcat.com,1,Mrcat
mrplaypartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@mrplaypartners.com,1,VegasLand Casino
n1.partners,accepts mail,6 mail server(s),aspmx.l.google.com,affiliates@n1.partners,1,Rollxo Casino | Slot Lounge Casino | Goldex Casino | Retro Bet -
narniaslots.com,accepts mail,2 mail server(s),fusion.mxrouting.net,support@narniaslots.com,1,NarniaSlots
narniumcasino.com,accepts mail,2 mail server(s),fusion.mxrouting.net,support@narniumcasino.com,1,NarniumCasino
narniumslots.com,accepts mail,2 mail server(s),fusion.mxrouting.net,support@narniumslots.com,1,NarniumSlots
neredebahis.com,accepts mail,2 mail server(s),mx1.privateemail.com,destek@neredebahis.com,1,Neredebahis
netopartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,contact@netopartners.com,1,PlazaPlay is closing | Scratchmania Casino | Winorama Casino Online | Winspark Casino Online
newgenaffiliates.com,accepts mail,5 mail server(s),aspmx.l.google.com,partners@newgenaffiliates.com,1,Rocketbet Crypto Casino | Rocket.run
nextbet.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@nextbet.com,1,Restricted Territory
nicewinz.com,accepts mail,1 mail server(s),mail.nicewinz.com,info@nicewinz.com,1,NiceWin
ninecasino.com,accepts mail,1 mail server(s),aspmx.l.google.com,support@ninecasino.com,1,ninecasino
ninewin.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@ninewin.com,1,ᐈ Casino Online and Mobile
normal.game,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@normal.game,1,Normal Game | Normal
oddjusta.com,accepts mail,1 mail server(s),smtp.google.com,suporte@oddjusta.com,1,OddJusta
orowin.bet,accepts mail,2 mail server(s),mail.protonmail.ch,support@orowin.bet,1,Orowin
oscarspin.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@oscarspin.com,1,ᐈ Oscarspin
oxy.casino,accepts mail,2 mail server(s),mx2.privateemail.com,support@oxy.casino,1,OXY
padrinopartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@padrinopartners.com,1,ᐈ Needforslots
paripesapartners.org,accepts mail,7 mail server(s),aspmx.l.google.com,partners@paripesapartners.org,1,paripesa
paripulsepartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,affsupport@paripulsepartners.com,1,paripulse
parmabet.com,accepts mail,2 mail server(s),mail.protonmail.ch,destek@parmabet.com,1,Parmabet
partners.casino,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@partners.casino,1,Shambala Casino
partnersdbbet.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@partnersdbbet.com,1,dbbet
partybet.fun,accepts mail,1 mail server(s),smtp.google.com,support@partybet.fun,1,PartyBet | Partybet
patersonbet.com,accepts mail,1 mail server(s),smtp.google.com,partners@patersonbet.com,1,patersonbet
pb77.co,accepts mail,5 mail server(s),aspmx.l.google.com,ask@pb77.co,1,pbexch | pbindia
peakgamble.com,accepts mail,2 mail server(s),mx1.titan.email,financial@peakgamble.com,1,GrandZ Casino | Grandz Bet | spacefortuna
pec.bet,accepts mail,1 mail server(s),pec-bet.mail.protection.outlook.com,affiliate@pec.bet,1,PEC.BET
pelaanyt.com,accepts mail,5 mail server(s),aspmx.l.google.com,moi@pelaanyt.com,1,Pelaanyt
pelicancasino.games,accepts mail,2 mail server(s),sendercow.com,support@pelicancasino.games,1,Pelican Casino
perabet.com,accepts mail,1 mail server(s),smtp.google.com,support@perabet.com,1,Perabet
petra.bet,accepts mail,1 mail server(s),smtp.google.com,marketing@petra.bet,1,petra
phonix.casino,accepts mail,3 mail server(s),route3.mx.cloudflare.net,help@phonix.casino,1,Phonix
pingwin.games,unknown,lookup failed: ESERVFAIL,,support@pingwin.games,1,Pingwin Casino
playamopartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@playamopartners.com,1,Loading... | Lime Win Casino
playbet.io,accepts mail,5 mail server(s),aspmx.l.google.com,info@playbet.io,1,Playbet
playbison.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@playbison.com,1,bison | playbison
pmaffiliates.com,accepts mail,5 mail server(s),aspmx.l.google.com,contact@pmaffiliates.com,1,...
pokerbetcasino.com,accepts mail,1 mail server(s),_dc-mx.1be0893e3349.pokerbetcasino.com,support@pokerbetcasino.com,1,pokerbetcasino
pokerplanets.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@pokerplanets.com,1,PokerPlanets ᐈ Official Site
poshfriends.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@poshfriends.com,1,Region restrictions
pro11casino.com,accepts mail,1 mail server(s),smtp.google.com,support@pro11casino.com,1,Pro11casino
queenbet.com,accepts mail,1 mail server(s),pmg.mategailway.com,support@queenbet.com,1,Queenbet
r2d.partners,accepts mail,1 mail server(s),smtp.google.com,affiliates@r2d.partners,1,Online Casino & Sportsbook
race365.com,accepts mail,1 mail server(s),race365-com.mail.protection.outlook.com,partner@race365.com,1,Race365
raize.poker,accepts mail,5 mail server(s),aspmx.l.google.com,hey@raize.poker,1,RAIZE
rake.com,accepts mail,2 mail server(s),mx1.privateemail.com,info@rake.com,1,Rake Casino
realspinpartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@realspinpartners.com,1,Real Spin
redslot.com,accepts mail,1 mail server(s),smtp.google.com,support@redslot.com,1,Access Restricted
revenuehaven.com,accepts mail,1 mail server(s),revenuehaven-com.mail.protection.outlook.com,affiliation@revenuehaven.com,1,Jackpot
revmasters.com,accepts mail,1 mail server(s),mail.dblexchange.com,affiliate@revmasters.com,1,Vegas Aces | Slots Paradise
revolutionaffiliates.com,accepts mail,1 mail server(s),revolutionaffiliates-com.mail.protection.outlook.com,support@revolutionaffiliates.com,1,Revolution Casino
rhinoaffiliates.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@rhinoaffiliates.com,1,bigboost | buustikasino | raketti
ringospin.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@ringospin.com,1,ᐈ Ringospin
riskiiit.com,accepts mail,2 mail server(s),mx1.hostinger.com,support@riskiiit.com,1,riskiiit
riventapartners.com,"accepts (A record, no MX)",172.67.169.113,,help@riventapartners.com,1,ᐈ Royalstiger
robobet.com,accepts mail,3 mail server(s),smtp.google.com,info@robobet.com,1,Robobet
rockstarwin.com,accepts mail,1 mail server(s),_dc-mx.27de8274514d.rockstarwin.com,support@rockstarwin.com,1,rockstarwin
roketbahis.com,accepts mail,1 mail server(s),mail.roketbahis.com,support@roketbahis.com,1,Oyun Zamanı
rollambia.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@rollambia.com,1,ᐈ Rollambia
rollchain.io,accepts mail,2 mail server(s),mx1.webme.it,affiliate@rollchain.io,1,Rollchain Casino
rooksbet.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@rooksbet.com,1,Rooksbet
roosterpartners.com,accepts mail,1 mail server(s),roosterpartners-com.mail.protection.outlook.com,contact@roosterpartners.com,1,Rocket Spin Casino | Lucky 7 Even | Spins Up Casino | Rooster Bet
roulo.gg,accepts mail,4 mail server(s),mxa.mailgun.org,support@roulo.gg,1,Roulo
rubyaffs.com,accepts mail,1 mail server(s),smtp.google.com,affiliates@rubyaffs.com,1,ᐈ Baxterbet
sansli.io,accepts mail,3 mail server(s),mx.zoho.eu,support@sansli.io,1,Sansli
sapphirebet.com,accepts mail,1 mail server(s),s2.b2b-mail.biz,partner@sapphirebet.com,1,Sapphire Bet Casino
satoshihero.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@satoshihero.com,1,Satoshi Hero
scizino.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@scizino.com,1,ᐈ Scizino
selector-casino.net,accepts mail,1 mail server(s),inbound-smtp.eu-west-1.amazonaws.com,support@selector-casino.net,1,selectorcasino
sgslot.com,accepts mail,1 mail server(s),_dc-mx.8ec6a170196b.sgslot.com,info@sgslot.com,1,SG Slot
shangrilalive.com,"accepts (A record, no MX)",172.67.71.35,,support@shangrilalive.com,1,shangrila | shangrilalive
shogunaffiliates.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@shogunaffiliates.com,1,ᐈ Highflybet | ᐈ Rodeoslot | ᐈ Tonyspins | ᐈ Bonuskong
shuffle.com,accepts mail,5 mail server(s),aspmx.l.google.com,partnerships@shuffle.com,1,Shuffle
sikkaro.bet,accepts mail,2 mail server(s),mail.protonmail.ch,support@sikkaro.bet,1,Sikkarobet
simsinos.com,accepts mail,1 mail server(s),grdt-mail.cumulonimbus.rs,affiliates@simsinos.com,1,Simsinos | Simsino Casino
sisugroup.com,accepts mail,1 mail server(s),smtp.google.com,partners@sisugroup.com,1,Respin Casino
slapperzz.com,accepts mail,1 mail server(s),smtp.google.com,support@slapperzz.com,1,Slapperzz
slash.bet,accepts mail,1 mail server(s),smtp.google.com,support@slash.bet,1,Hello There
slot.win,accepts mail,6 mail server(s),aspmx.l.google.com,support@slot.win,1,Slot
slotbaba.com,accepts mail,2 mail server(s),mx1.hostinger.com,info@slotbaba.com,1,Slotbaba Official
slotella.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliate@slotella.com,1,Slotella
slotexpress.com,accepts mail,5 mail server(s),ASPMX.L.GOOGLE.com,support@slotexpress.com,1,SlotExpress
slotlandaffiliates.com,accepts mail,3 mail server(s),smtp1.slotlandaffiliates.com,program@slotlandaffiliates.com,1,Crypto Slots | Winaday 25 Usd Free
slotmill.com,accepts mail,1 mail server(s),slotmill-com.mail.protection.outlook.com,hr@slotmill.com,1,Slotmill
slotneo.com,accepts mail,1 mail server(s),smtp.google.com,support@slotneo.com,1,Slot Neo Casino
slotobit.io,accepts mail,1 mail server(s),_dc-mx.8d2c60f72a4c.slotobit.io,support@slotobit.io,1,slotobit
slotoro.bet,accepts mail,3 mail server(s),route2.mx.cloudflare.net,support@slotoro.bet,1,Slotoro Official Online Casino
slotorush.com,accepts mail,1 mail server(s),_dc-mx.969f6d6177e6.slotorush.com,support@slotorush.com,1,slotorush
slotrave.com,accepts mail,1 mail server(s),smtp.google.com,support@slotrave.com,1,Slotrave
slotsdj.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@slotsdj.com,1,ᐈ Slotsdj
slotystake.com,accepts mail,1 mail server(s),_dc-mx.f3972b899590.slotystake.com,support@slotystake.com,1,slotystake
snowdunes.org,accepts mail,3 mail server(s),mx.zoho.eu,affilate@snowdunes.org,1,Kilogram Club
spartaaffiliates.com,accepts mail,1 mail server(s),aspmx.l.google.com,affiliates@spartaaffiliates.com,1,ᐈ Playjonny | ᐈ Winbeatz
spinay.com,accepts mail,1 mail server(s),smtp.google.com,support@spinay.com,1,Spinay
spinbuddha.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@spinbuddha.com,1,ᐈ Casino Online and Mobile
spinman.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@spinman.com,1,Spinman
spinnair.com,accepts mail,5 mail server(s),aspmx.l.google.com,loyalty@spinnair.com,1,Spinnair Casino
spinza.co.za,accepts mail,1 mail server(s),mail.spinza.co.za,support@spinza.co.za,1,co
sportifpro.com,accepts mail,3 mail server(s),mx.zoho.eu,info@sportifpro.com,1,SportifPro
stakeboss.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@stakeboss.com,1,Stakeboss Home
stakebro.com,accepts mail,1 mail server(s),_dc-mx.d6c3d881c3f7.stakebro.com,support@stakebro.com,1,stakebro
stakemania.com,accepts mail,1 mail server(s),_dc-mx.5afa82b6c305.stakemania.com,support@stakemania.com,1,stakemania
stakepartners.com,accepts mail,1 mail server(s),dc-3a0b792f812f.stakepartners.com,affiliates@stakepartners.com,1,Online Sports and Casino Betting | Optimbet | Tornadobet
stepsino.com,accepts mail,1 mail server(s),mail.supportrelay.net,support@stepsino.com,1,Stepsino
superflypartners.net,accepts mail,5 mail server(s),aspmx.l.google.com,support@superflypartners.net,1,HelloCasino
surebetpartners.com,accepts mail,3 mail server(s),us2.mx2.mailhostbox.com,affiliates@surebetpartners.com,1,Online Casino Games | Sato Spins Casino -
sweetyspin.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@sweetyspin.com,1,ᐈ Sweetyspin
swordbet.io,"accepts (A record, no MX)",104.26.11.112,,support@swordbet.io,1,SwordBet.io
tesorcasino.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@tesorcasino.com,1,ᐈ Tesorcasino
thestakehouse.io,accepts mail,2 mail server(s),mx1.privateemail.com,partners@thestakehouse.io,1,The Stake House
thorfortune.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@thorfortune.com,1,ᐈ Thorfortune
thrillpartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,partners@thrillpartners.com,1,BetBeast
tigerbet247.com,accepts mail,1 mail server(s),tigerbet247-com.mail.protection.outlook.com,support@tigerbet247.com,1,Online Casino
tipsport.cz,accepts mail,1 mail server(s),tipsport-cz.mail.protection.outlook.com,affiliate@tipsport.cz,1,Chance
titaani.com,accepts mail,5 mail server(s),aspmx.l.google.com,loyalty@titaani.com,1,Titaani Casino
tomi.club,accepts mail,1 mail server(s),mx1.privateemail.com,info@tomi.club,1,Tomi
tonplay.com,accepts mail,1 mail server(s),smtp.google.com,info.partners@tonplay.com,1,Tonplay
top88.ing,accepts mail,1 mail server(s),smtp.google.com,support@top88.ing,1,TOP88
topbet.co.za,accepts mail,2 mail server(s),zalc.e-purifier.com,affiliates@topbet.co.za,1,topbet
tothemoonaffs.com,accepts mail,1 mail server(s),smtp.google.com,affiliates@tothemoonaffs.com,1,ᐈ Savaspin | ᐈ Spinmacho
trenchbet.com,accepts mail,2 mail server(s),mail.protonmail.ch,support@trenchbet.com,1,Trench Bet
turbo-casino.plus,accepts mail,1 mail server(s),inbound-smtp.eu-west-1.amazonaws.com,support@turbo-casino.plus,1,turbocasino
turbowinz.com,accepts mail,7 mail server(s),aspmx.l.google.com,support@turbowinz.com,1,ᐈ Turbowinz
twistercasino.email,WILL BOUNCE,domain does not exist,,customercare@twistercasino.email,1,Twister Casino
twixos.com,accepts mail,3 mail server(s),mx1-hosting.jellyfish.systems,privacy@twixos.com,1,Twixos
tycoonwin.com,accepts mail,2 mail server(s),mail.senderwave.com,support@tycoonwin.com,1,Tycoon
tykitys.com,accepts mail,1 mail server(s),smtp.google.com,support@tykitys.com,1,Tykitys Casino
ubet.kz,accepts mail,1 mail server(s),mx.yandex.net,partner@ubet.kz,1,UBET.io
ustabet.com,accepts mail,1 mail server(s),smtp.google.com,support@ustabet.com,1,Ustabet
v.vegas,accepts mail,3 mail server(s),route1.mx.cloudflare.net,support@v.vegas,1,V Vegas Casino Online
vbet.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@vbet.com,1,Betting website
vegazcasino.com,accepts mail,1 mail server(s),mail.vegazcasino.com,marketing@vegazcasino.com,1,Vegaz Casino
velvet.partners,accepts mail,1 mail server(s),smtp.google.com,affiliates@velvet.partners,1,ᐈ Luckycapone
verdecasino.com,accepts mail,3 mail server(s),route3.mx.cloudflare.net,support@verdecasino.com,1,Verde Casino
viggoslots.com,accepts mail,1 mail server(s),grdt-mail.cumulonimbus.rs,affiliates@viggoslots.com,1,Online Casino & Live Casino
vip-ibc.com,accepts mail,1 mail server(s),vipibc-com0i.mail.protection.outlook.com,support@vip-ibc.com,1,VIP
vipcasino.online,accepts mail,1 mail server(s),mail.vipcasino.online,support@vipcasino.online,1,vipcasino
vjgroupaffiliation.com,accepts mail,4 mail server(s),vjgroupaffiliation-com.mail.protection.outlook.com,info@vjgroupaffiliation.com,1,Vera&John | Yuugado
vlpartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@vlpartners.com,1,Miki Casino
volacasino.com,"accepts (A record, no MX)",172.67.147.162,,info@volacasino.com,1,Vola
wellepartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@wellepartners.com,1,Welle Casino
wgmgames.com,accepts mail,1 mail server(s),smtp.google.com,support@wgmgames.com,1,wgmgames
whalebet.gg,accepts mail,1 mail server(s),smtp.google.com,partners@whalebet.gg,1,WhaleBet
wild-jokers.com,accepts mail,1 mail server(s),mail.wild-jokers.com,wjservices@wild-jokers.com,1,Wild Jokers
wild.io,accepts mail,5 mail server(s),aspmx.l.google.com,affiliates@wild.io,1,Wild.io
wildroll.com,accepts mail,2 mail server(s),mail.protonmail.ch,support@wildroll.com,1,WildRoll
willbet.com,accepts mail,1 mail server(s),smtp.google.com,affiliate@willbet.com,1,WillBet | Willbet Casino
win-offers.com,accepts mail,2 mail server(s),mx1.privateemail.com,info@win-offers.com,1,stawki
wincraft.casino,accepts mail,7 mail server(s),aspmx.l.google.com,support@wincraft.casino,1,wincraft
windice.io,accepts mail,1 mail server(s),mail.windice.io,support@windice.io,1,Win Dice Casino -
winhubpartners.com,accepts mail,1 mail server(s),aspmx.l.google.com,contact@winhubpartners.com,1,ᐈ Bettyspin
winup.io,accepts mail,1 mail server(s),smtp.google.com,support@winup.io,1,Winup
wolf.io,accepts mail,5 mail server(s),aspmx.l.google.com,support@wolf.io,1,Wolf IO Casino
xolotto.com,accepts mail,1 mail server(s),_dc-mx.374ea47b1352.xolotto.com,hello@xolotto.com,1,xolotto
xparibet.com,accepts mail,5 mail server(s),aspmx.l.google.com,b2b@xparibet.com,1,xparibet
yasalbahis.com,accepts mail,3 mail server(s),mx.zoho.eu,info@yasalbahis.com,1,Yasalbahis
yohoho.partners,accepts mail,1 mail server(s),smtp.google.com,support@yohoho.partners,1,yohoho
zbahis.com,accepts mail,2 mail server(s),mx.zoho.eu,support@zbahis.com,1,Zbahis
zeabet777.com,accepts mail,1 mail server(s),mail.zeabet777.com,info@zeabet777.com,1,ZeaBet
zizobet.com,accepts mail,3 mail server(s),mx.zoho.eu,affiliate@zizobet.com,1,zizobet
zlot.com,accepts mail,2 mail server(s),in1-smtp.messagingengine.com,marketing@zlot.com,1,Zlot
zoomaffiliates.io,accepts mail,1 mail server(s),mail19.secure-networks.org,affiliates@zoomaffiliates.io,1,Malibu Club
zpartners.com,accepts mail,5 mail server(s),aspmx.l.google.com,support@zpartners.com,1,Pribet Casino
zunabet.com,accepts mail,2 mail server(s),mx1.hostinger.com,affiliates@zunabet.com,1,Zunabet.com
