brand,domain,site,operator,licence,issued,expiry,already_listed,contact_url_guess,contact_email,status,contacted_on,notes
Bahismosco9999,bahismosco9999.com,https://bahismosco9999.com,Sphynx Solutions Inc,ALSI-202601055-FI2,2026-01-31,2027-01-30,no,https://bahismosco9999.com/contact,,not contacted,,
Bonitabet9999,bonitabet9999.com,https://bonitabet9999.com,Sphynx Solutions Inc,ALSI-202601055-FI2,2026-01-31,2027-01-30,no,https://bonitabet9999.com/contact,,not contacted,,
Gangbahis9999,gangbahis9999.com,https://gangbahis9999.com,Sphynx Solutions Inc,ALSI-202601055-FI2,2026-01-31,2027-01-30,no,https://gangbahis9999.com/contact,,not contacted,,
Kazanla9999,kazanla9999.com,https://kazanla9999.com,Sphynx Solutions Inc,ALSI-202601055-FI2,2026-01-31,2027-01-30,no,https://kazanla9999.com/contact,,not contacted,,
Tronbet9999,tronbet9999.com,https://tronbet9999.com,Sphynx Solutions Inc,ALSI-202601055-FI2,2026-01-31,2027-01-30,no,https://tronbet9999.com/contact,,not contacted,,
Ruletin9999,ruletin9999.com,https://ruletin9999.com,Sphynx Solutions Inc,ALSI-202601055-FI2,2026-01-31,2027-01-30,no,https://ruletin9999.com/contact,,not contacted,,
1hitbet9999,1hitbet9999.com,https://1hitbet9999.com,Sphynx Solutions Inc,ALSI-202601055-FI2,2026-01-31,2027-01-30,no,https://1hitbet9999.com/contact,,not contacted,,
Biterpan,biterpan.com,https://biterpan.com,U2IS Limited,ALSI-202601056-FI2,2026-01-31,2027-01-30,no,https://biterpan.com/contact,,not contacted,,
Gbjp,gbjp.fun,https://gbjp.fun,U2IS Limited,ALSI-202601056-FI2,2026-01-31,2027-01-30,no,https://gbjp.fun/contact,,not contacted,,
Hana,hana.asia,https://hana.asia,U2IS Limited,ALSI-202601056-FI2,2026-01-31,2027-01-30,no,https://hana.asia/contact,,not contacted,,
Longtian,longtian.bet,https://longtian.bet,U2IS Limited,ALSI-202601056-FI2,2026-01-31,2027-01-30,no,https://longtian.bet/contact,,not contacted,,
A1slot,a1slot.net,https://a1slot.net,U2IS Limited,ALSI-202601056-FI2,2026-01-31,2027-01-30,no,https://a1slot.net/contact,,not contacted,,
Oncasi,oncasi.com,https://oncasi.com,U2IS Limited,ALSI-202601056-FI2,2026-01-31,2027-01-30,no,https://oncasi.com/contact,,not contacted,,
U2is,u2is.tech,https://u2is.tech,U2IS Limited,ALSI-202601056-FI2,2026-01-31,2027-01-30,no,https://u2is.tech/contact,,not contacted,,
Winpeso,winpeso.asia,https://winpeso.asia,U2IS Limited,ALSI-202601056-FI2,2026-01-31,2027-01-30,no,https://winpeso.asia/contact,,not contacted,,
Blackfincasino,blackfincasino.com,https://blackfincasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://blackfincasino.com/contact,,not contacted,,
Anadol24,anadol24.com,https://anadol24.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://anadol24.com/contact,,not contacted,,
Artcasino,artcasino.io,https://artcasino.io,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://artcasino.io/contact,,not contacted,,
Betcrush,betcrush.com,https://betcrush.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://betcrush.com/contact,,not contacted,,
Boombangcasino,boombangcasino.com,https://boombangcasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://boombangcasino.com/contact,,not contacted,,
Casillion,casillion.com,https://casillion.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://casillion.com/contact,,not contacted,,
Casinoorca,casinoorca.com,https://casinoorca.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://casinoorca.com/contact,,not contacted,,
Cristalpoker,cristalpoker.com,https://cristalpoker.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://cristalpoker.com/contact,,not contacted,,
Cryptospin,cryptospin.io,https://cryptospin.io,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://cryptospin.io/contact,,not contacted,,
Gudarcasino,gudarcasino.com,https://gudarcasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://gudarcasino.com/contact,,not contacted,,
Kaiserino,kaiserino.com,https://kaiserino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://kaiserino.com/contact,,not contacted,,
Luckyplaystar,luckyplaystar.com,https://luckyplaystar.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://luckyplaystar.com/contact,,not contacted,,
Ovitoonscasino,ovitoonscasino.com,https://ovitoonscasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://ovitoonscasino.com/contact,,not contacted,,
Redspin29,redspin29.com,https://redspin29.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://redspin29.com/contact,,not contacted,,
Royalstarscasino,royalstarscasino.com,https://royalstarscasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://royalstarscasino.com/contact,,not contacted,,
Slotilda World,slotilda-world.com,https://slotilda-world.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://slotilda-world.com/contact,,not contacted,,
Stupidcasino,stupidcasino.com,https://stupidcasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://stupidcasino.com/contact,,not contacted,,
Thorcasino,thorcasino.com,https://thorcasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://thorcasino.com/contact,,not contacted,,
Ubomoney,ubomoney.com,https://ubomoney.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://ubomoney.com/contact,,not contacted,,
Wett Bet,wett-bet.com,https://wett-bet.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://wett-bet.com/contact,,not contacted,,
Willscasino,willscasino.com,https://willscasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://willscasino.com/contact,,not contacted,,
Wolfycasino,wolfycasino.com,https://wolfycasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://wolfycasino.com/contact,,not contacted,,
Herculescasino,herculescasino.com,https://herculescasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,yes,https://herculescasino.com/contact,,not contacted,,
Lumibet,lumibet.com,https://lumibet.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://lumibet.com/contact,,not contacted,,
Merlincasino,merlincasino.com,https://merlincasino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://merlincasino.com/contact,,not contacted,,
Premio365,premio365.com,https://premio365.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://premio365.com/contact,,not contacted,,
Universalslots,universalslots.net,https://universalslots.net,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://universalslots.net/contact,,not contacted,,
Wcasino Online,wcasino-online.com,https://wcasino-online.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://wcasino-online.com/contact,,not contacted,,
Wcasino Online,wcasino-online.net,https://wcasino-online.net,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://wcasino-online.net/contact,,not contacted,,
Winspin,winspin.ai,https://winspin.ai,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://winspin.ai/contact,,not contacted,,
Sweetsino,sweetsino.com,https://sweetsino.com,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2026-01-31,2027-01-30,no,https://sweetsino.com/contact,,not contacted,,
Winro,winro.io,https://winro.io,August Gaming Ltd,ALSI-202601039-FI2,2026-01-24,2027-01-23,no,https://winro.io/contact,,not contacted,,
Betportal,betportal.com,https://betportal.com,Excite Ultra Media Ltd,ALSI-202601040-FI2,2026-01-24,2027-01-23,no,https://betportal.com/contact,,not contacted,,
Jogpix,jogpix.com,https://jogpix.com,Summer Spins Ltd,ALSI-202601038-FI1,2026-01-24,2027-01-23,no,https://jogpix.com/contact,,not contacted,,
Regal,regal.casino,https://regal.casino,Zenorix Limited,ALSI-202601037-FI1,2026-01-22,2027-01-21,no,https://regal.casino/contact,,not contacted,,
Pjspins,pjspins.com,https://pjspins.com,3-102-937894 Limitada,ALSI-202601027-FI1,2026-01-15,2027-01-14,no,https://pjspins.com/contact,,not contacted,,
Degencity,degencity.com,https://degencity.com,3-102-939867 Limitada,ALSI-202601025-FI1,2026-01-15,2027-01-14,no,https://degencity.com/contact,,not contacted,,
Redneckspins,redneckspins.com,https://redneckspins.com,3-102-940146 SRL,ALSI-202601018-FI1,2026-01-15,2027-01-14,no,https://redneckspins.com/contact,,not contacted,,
Jeevybet,jeevybet.com,https://jeevybet.com,3-102-947122 SRL,ALSI-202601034-FI1,2026-01-15,2027-01-14,no,https://jeevybet.com/contact,,not contacted,,
Looniegold,looniegold.com,https://looniegold.com,3-102-949677 SRL,ALSI-202601006-FI1,2026-01-15,2027-01-14,no,https://looniegold.com/contact,,not contacted,,
Wagerpalace,wagerpalace.com,https://wagerpalace.com,Aurora Holdings Ltd,ALSI-202601030-FI1,2026-01-15,2027-01-14,no,https://wagerpalace.com/contact,,not contacted,,
Azizistake,azizistake.com,https://azizistake.com,AZIZI GLOBAL GROUP INC,ALSI-202601008-FI1,2026-01-15,2027-01-14,no,https://azizistake.com/contact,,not contacted,,
Bet30ai,bet30ai.net,https://bet30ai.net,Blacklion Connection Ltd,ALSI-202601021-FI1,2026-01-15,2027-01-14,no,https://bet30ai.net/contact,,not contacted,,
Granlatino,granlatino.com,https://granlatino.com,Blacklion Connection Ltd,ALSI-202601021-FI1,2026-01-15,2027-01-14,no,https://granlatino.com/contact,,not contacted,,
Toshibet,toshibet.com,https://toshibet.com,BowtoyourSensei Ltd,ALSI-202601015-FI1,2026-01-15,2027-01-14,no,https://toshibet.com/contact,,not contacted,,
Ibitplay,ibitplay.com,https://ibitplay.com,Coderstuff Ltd.,ALSI-202601029-FI1,2026-01-15,2027-01-14,no,https://ibitplay.com/contact,,not contacted,,
Future9,future9.io,https://future9.io,Coderstuff Ltd.,ALSI-202601029-FI1,2026-01-15,2027-01-14,no,https://future9.io/contact,,not contacted,,
Dreamzino,dreamzino.com,https://dreamzino.com,EXENTIA LTD,ALSI-202601007-FI1,2026-01-15,2027-01-14,no,https://dreamzino.com/contact,,not contacted,,
Ilove,ilove.casino,https://ilove.casino,EXENTIA LTD,ALSI-202601007-FI1,2026-01-15,2027-01-14,no,https://ilove.casino/contact,,not contacted,,
Favouredplay,favouredplay.com,https://favouredplay.com,Favored Technologies Ltd.,ALSI-202601010-FI1,2026-01-15,2027-01-14,no,https://favouredplay.com/contact,,not contacted,,
Spinrain,spinrain.com,https://spinrain.com,IsleSoft Lab Ltd.,ALSI-202601011-FI1,2026-01-15,2027-01-14,no,https://spinrain.com/contact,,not contacted,,
Slotbaba,slotbaba.com,https://slotbaba.com,IsleSoft Lab Ltd.,ALSI-202601011-FI1,2026-01-15,2027-01-14,no,https://slotbaba.com/contact,,not contacted,,
Waiger,waiger.com,https://waiger.com,IsleSoft Lab Ltd.,ALSI-202601011-FI1,2026-01-15,2027-01-14,no,https://waiger.com/contact,,not contacted,,
Evascasino,evascasino.com,https://evascasino.com,IsleSoft Lab Ltd.,ALSI-202601011-FI1,2026-01-15,2027-01-14,no,https://evascasino.com/contact,,not contacted,,
Leclubbet,leclubbet.com,https://leclubbet.com,LeClub Bet Ltd,ALSI-202601019-FI1,2026-01-15,2027-01-14,no,https://leclubbet.com/contact,,not contacted,,
Stradabet,stradabet.com,https://stradabet.com,Luxora Interactive Limited,ALSI-202601032-FI1,2026-01-15,2027-01-14,no,https://stradabet.com/contact,,not contacted,,
Hojabet,hojabet.com,https://hojabet.com,Luxora Interactive Limited,ALSI-202601032-FI1,2026-01-15,2027-01-14,no,https://hojabet.com/contact,,not contacted,,
Crash2x,crash2x.com,https://crash2x.com,Meta Jack Inc.,ALSI-202601024-FI1,2026-01-15,2027-01-14,no,https://crash2x.com/contact,,not contacted,,
Spinay,spinay.com,https://spinay.com,Oranox Ltd,ALSI-202601012-FI1,2026-01-15,2027-01-14,no,https://spinay.com/contact,,not contacted,,
Casinoriva,casinoriva.com,https://casinoriva.com,Prime Click Ltd,ALSI-202601026-FI1,2026-01-15,2027-01-14,no,https://casinoriva.com/contact,,not contacted,,
Realbahis,realbahis.com,https://realbahis.com,Real Tech Ltd,ALSI-202601013-FI1,2026-01-15,2027-01-14,no,https://realbahis.com/contact,,not contacted,,
Betmarino,betmarino.com,https://betmarino.com,Real Tech Ltd,ALSI-202601013-FI1,2026-01-15,2027-01-14,no,https://betmarino.com/contact,,not contacted,,
Avrupabet,avrupabet.com,https://avrupabet.com,Real Tech Ltd,ALSI-202601013-FI1,2026-01-15,2027-01-14,no,https://avrupabet.com/contact,,not contacted,,
Mislibet,mislibet.com,https://mislibet.com,Real Tech Ltd,ALSI-202601013-FI1,2026-01-15,2027-01-14,no,https://mislibet.com/contact,,not contacted,,
Betbigo,betbigo.com,https://betbigo.com,Real Tech Ltd,ALSI-202601013-FI1,2026-01-15,2027-01-14,no,https://betbigo.com/contact,,not contacted,,
Rekorbet,rekorbet.com,https://rekorbet.com,Real Tech Ltd,ALSI-202601013-FI1,2026-01-15,2027-01-14,no,https://rekorbet.com/contact,,not contacted,,
Ustabet,ustabet.com,https://ustabet.com,Real Tech Ltd,ALSI-202601013-FI1,2026-01-15,2027-01-14,no,https://ustabet.com/contact,,not contacted,,
Betticket,betticket.com,https://betticket.com,Riotorto Digital LTD,ALSI-202601035-FI1,2026-01-15,2027-01-14,no,https://betticket.com/contact,,not contacted,,
Bet10bet,bet10bet.com,https://bet10bet.com,Riotorto Digital LTD,ALSI-202601035-FI1,2026-01-15,2027-01-14,no,https://bet10bet.com/contact,,not contacted,,
Grandbetting,grandbetting.com,https://grandbetting.com,Riotorto Digital LTD,ALSI-202601035-FI1,2026-01-15,2027-01-14,no,https://grandbetting.com/contact,,not contacted,,
Queenbet,queenbet.com,https://queenbet.com,Riotorto Digital LTD,ALSI-202601035-FI1,2026-01-15,2027-01-14,no,https://queenbet.com/contact,,not contacted,,
Betlike,betlike.com,https://betlike.com,Riotorto Digital LTD,ALSI-202601035-FI1,2026-01-15,2027-01-14,no,https://betlike.com/contact,,not contacted,,
Highstakes,highstakes.com,https://highstakes.com,Seven 5 Offsuit Ltd.,ALSI-202601028-FI1,2026-01-15,2027-01-14,no,https://highstakes.com/contact,,not contacted,,
Betbanksy,betbanksy.com,https://betbanksy.com,SSA Technologies Ltd.,ALSI-202601017-FI1,2026-01-15,2027-01-14,no,https://betbanksy.com/contact,,not contacted,,
Artemisbet,artemisbet.com,https://artemisbet.com,Star Moss Ltd,ALSI-202601004-FI1,2026-01-15,2027-01-14,no,https://artemisbet.com/contact,,not contacted,,
Bitxtreme,bitxtreme.io,https://bitxtreme.io,Xtreme Platforms Limited,ALSI-202601022-FI1,2026-01-15,2027-01-14,no,https://bitxtreme.io/contact,,not contacted,,
Coinxtreme,coinxtreme.io,https://coinxtreme.io,Xtreme Platforms Limited,ALSI-202601022-FI1,2026-01-15,2027-01-14,no,https://coinxtreme.io/contact,,not contacted,,
Cashxtreme,cashxtreme.com,https://cashxtreme.com,Xtreme Platforms Limited,ALSI-202601022-FI1,2026-01-15,2027-01-14,no,https://cashxtreme.com/contact,,not contacted,,
Riskxtreme,riskxtreme.com,https://riskxtreme.com,Xtreme Platforms Limited,ALSI-202601022-FI1,2026-01-15,2027-01-14,no,https://riskxtreme.com/contact,,not contacted,,
Kryptoxtreme,kryptoxtreme.com,https://kryptoxtreme.com,Xtreme Platforms Limited,ALSI-202601022-FI1,2026-01-15,2027-01-14,no,https://kryptoxtreme.com/contact,,not contacted,,
Stakextreme,stakextreme.com,https://stakextreme.com,Xtreme Platforms Limited,ALSI-202601022-FI1,2026-01-15,2027-01-14,no,https://stakextreme.com/contact,,not contacted,,
Oddsxtreme,oddsxtreme.com,https://oddsxtreme.com,Xtreme Platforms Limited,ALSI-202601022-FI1,2026-01-15,2027-01-14,no,https://oddsxtreme.com/contact,,not contacted,,
Spinxtreme,spinxtreme.com,https://spinxtreme.com,Xtreme Platforms Limited,ALSI-202601022-FI1,2026-01-15,2027-01-14,no,https://spinxtreme.com/contact,,not contacted,,
Wccpremium,wccpremium.com,https://wccpremium.com,Prime MAC Technologies Ltd,ALSI-202601016-FI1,2026-01-12,2027-01-11,no,https://wccpremium.com/contact,,not contacted,,
Wccpremium,wccpremium.live,https://wccpremium.live,Prime MAC Technologies Ltd,ALSI-202601016-FI1,2026-01-12,2027-01-11,no,https://wccpremium.live/contact,,not contacted,,
Spin Betz,spin-betz.com,https://spin-betz.com,Diamante Tech Ltd,ALSI-202601003-FI1,2026-01-05,2027-01-04,no,https://spin-betz.com/contact,,not contacted,,
Theluckyspinz,theluckyspinz.com,https://theluckyspinz.com,Diamante Tech Ltd,ALSI-202601003-FI1,2026-01-05,2027-01-04,no,https://theluckyspinz.com/contact,,not contacted,,
Ohmywin,ohmywin.com,https://ohmywin.com,Liberty Walk Ltd,ALSI-202601002-FI1,2026-01-05,2027-01-04,no,https://ohmywin.com/contact,,not contacted,,
Luminous,luminous.casino,https://luminous.casino,LuminousCompany Ltd.,ALSI-202601036-FI1,2026-01-05,2027-01-04,no,https://luminous.casino/contact,,not contacted,,
Meritking,meritking.io,https://meritking.io,3-102-944681 SRL,ALSI-202512030-FI1,2025-12-22,2026-12-21,no,https://meritking.io/contact,,not contacted,,
Mrking5000,mrking5000.com,https://mrking5000.com,3-102-944681 SRL,ALSI-202512030-FI1,2025-12-22,2026-12-21,no,https://mrking5000.com/contact,,not contacted,,
Bolt Casino,bolt-casino.com,https://bolt-casino.com,3-102-946302 SRL,ALSI-202512028-FI1,2025-12-22,2026-12-21,no,https://bolt-casino.com/contact,,not contacted,,
Ore Bet,ore-bet.com,https://ore-bet.com,3-102-946448 SRL,ALSI-202512027-FI1,2025-12-22,2026-12-21,no,https://ore-bet.com/contact,,not contacted,,
Cs2skin,cs2skin.com,https://cs2skin.com,3-102-946905 SRL,ALSI-202512033-FI1,2025-12-22,2026-12-21,no,https://cs2skin.com/contact,,not contacted,,
Casinomaxim,casinomaxim.com,https://casinomaxim.com,3-102-947649 SRL,ALSI-202512032-FI1,2025-12-22,2026-12-21,no,https://casinomaxim.com/contact,,not contacted,,
Tusnumerosrd,tusnumerosrd.com,https://tusnumerosrd.com,3-102-948797 SRL,ALSI-202512037-FI1,2025-12-22,2026-12-21,no,https://tusnumerosrd.com/contact,,not contacted,,
Tubetrd,tubetrd.com,https://tubetrd.com,3-102-948797 SRL,ALSI-202512037-FI1,2025-12-22,2026-12-21,no,https://tubetrd.com/contact,,not contacted,,
Aldex,aldex.win,https://aldex.win,Aldex Win Ltd,ALSI-202512034-FI1,2025-12-22,2026-12-21,no,https://aldex.win/contact,,not contacted,,
Haraka,haraka.bet,https://haraka.bet,Belaronda Limited,ALSI-202512036-FI1,2025-12-22,2026-12-21,no,https://haraka.bet/contact,,not contacted,,
Harakabet,harakabet.africa,https://harakabet.africa,Belaronda Limited,ALSI-202512036-FI1,2025-12-22,2026-12-21,no,https://harakabet.africa/contact,,not contacted,,
Drazzewin,drazzewin.com,https://drazzewin.com,Drazze Limited,ALSI-202512040-FI1,2025-12-22,2026-12-21,no,https://drazzewin.com/contact,,not contacted,,
Drazze,drazze.casino,https://drazze.casino,Drazze Limited,ALSI-202512040-FI1,2025-12-22,2026-12-21,no,https://drazze.casino/contact,,not contacted,,
Trc20play,trc20play.com,https://trc20play.com,Fortune HUB OÜ,ALSI-202512031-FI1,2025-12-22,2026-12-21,no,https://trc20play.com/contact,,not contacted,,
Fortunehub,fortunehub.io,https://fortunehub.io,Fortune HUB OÜ,ALSI-202512031-FI1,2025-12-22,2026-12-21,no,https://fortunehub.io/contact,,not contacted,,
Erc20play,erc20play.com,https://erc20play.com,Fortune HUB OÜ,ALSI-202512031-FI1,2025-12-22,2026-12-21,no,https://erc20play.com/contact,,not contacted,,
Rtp,rtp.bet,https://rtp.bet,Red Fisch Inc,ALSI-202512041-FI1,2025-12-22,2026-12-21,no,https://rtp.bet/contact,,not contacted,,
Returntoplayer,returntoplayer.io,https://returntoplayer.io,Red Fisch Inc,ALSI-202512041-FI1,2025-12-22,2026-12-21,no,https://returntoplayer.io/contact,,not contacted,,
Scattr,scattr.com,https://scattr.com,Triglyph Technologies Ltd,ALSI-202512039-FI1,2025-12-22,2026-12-21,no,https://scattr.com/contact,,not contacted,,
Wilderbet,wilderbet.com,https://wilderbet.com,VitaCore Limited,ALSI-202512038-FI1,2025-12-22,2026-12-21,no,https://wilderbet.com/contact,,not contacted,,
Chancebit,chancebit.com,https://chancebit.com,3-102-936714 SRL,ALSI-202512010-FI1,2025-12-15,2026-12-14,no,https://chancebit.com/contact,,not contacted,,
Stack,stack.bet,https://stack.bet,3-102-936714 SRL,ALSI-202512010-FI1,2025-12-15,2026-12-14,no,https://stack.bet/contact,,not contacted,,
Luckyanon,luckyanon.com,https://luckyanon.com,3-102-940062 SRL,ALSI-202512022-FI1,2025-12-15,2026-12-14,yes,https://luckyanon.com/contact,,not contacted,,
Frogbet,frogbet.com,https://frogbet.com,3-102-940062 SRL,ALSI-202512022-FI1,2025-12-15,2026-12-14,no,https://frogbet.com/contact,,not contacted,,
Mobilepokerclub,mobilepokerclub.com,https://mobilepokerclub.com,3-102-942989 SRL,ALSI-202512015-FI1,2025-12-15,2026-12-14,no,https://mobilepokerclub.com/contact,,not contacted,,
Rubyroyale,rubyroyale.com,https://rubyroyale.com,3-102-944902 SRL,ALSI-202512021-FI1,2025-12-15,2026-12-14,no,https://rubyroyale.com/contact,,not contacted,,
Lebull,lebull.com,https://lebull.com,3-102-945060 SRL,ALSI-202512018-FI1,2025-12-15,2026-12-14,no,https://lebull.com/contact,,not contacted,,
Aryanbet,aryanbet.com,https://aryanbet.com,3-102-946386 SRL,ALSI-202512003-FI1,2025-12-15,2026-12-14,no,https://aryanbet.com/contact,,not contacted,,
Xprobet,xprobet.com,https://xprobet.com,3-102-946386 SRL,ALSI-202512003-FI1,2025-12-15,2026-12-14,no,https://xprobet.com/contact,,not contacted,,
1winbets,1winbets.pro,https://1winbets.pro,3-102-947042 SRL,ALSI-202512008-FI1,2025-12-15,2026-12-14,no,https://1winbets.pro/contact,,not contacted,,
Hyperwin,hyperwin.org,https://hyperwin.org,3-102-948725 SRL,ALSI-202512016-FI1,2025-12-15,2026-12-14,no,https://hyperwin.org/contact,,not contacted,,
Betida,betida.com,https://betida.com,Betida Entertainment Ltd,ALSI-202512002-FI1,2025-12-15,2026-12-14,no,https://betida.com/contact,,not contacted,,
Betshub,betshub.com,https://betshub.com,Betida Entertainment Ltd,ALSI-202512002-FI1,2025-12-15,2026-12-14,no,https://betshub.com/contact,,not contacted,,
Siskowin,siskowin.com,https://siskowin.com,BluePalm Ltd,ALSI-202512023-FI1,2025-12-15,2026-12-14,no,https://siskowin.com/contact,,not contacted,,
Elitsbet,elitsbet.com,https://elitsbet.com,BluePalm Ltd,ALSI-202512023-FI1,2025-12-15,2026-12-14,no,https://elitsbet.com/contact,,not contacted,,
Betliss15,betliss15.com,https://betliss15.com,BluePalm Ltd,ALSI-202512023-FI1,2025-12-15,2026-12-14,no,https://betliss15.com/contact,,not contacted,,
Casinoswiss25,casinoswiss25.com,https://casinoswiss25.com,BluePalm Ltd,ALSI-202512023-FI1,2025-12-15,2026-12-14,no,https://casinoswiss25.com/contact,,not contacted,,
Grailbet,grailbet.com,https://grailbet.com,Grail Technologies Ltd.,ALSI-202512005-FI1,2025-12-15,2026-12-14,yes,https://grailbet.com/contact,,not contacted,,
Graildraw,graildraw.com,https://graildraw.com,Grail Technologies Ltd.,ALSI-202512005-FI1,2025-12-15,2026-12-14,no,https://graildraw.com/contact,,not contacted,,
10tenbet,10tenbet.com,https://10tenbet.com,Horizonix Limited,ALSI-202512020-FI1,2025-12-15,2026-12-14,no,https://10tenbet.com/contact,,not contacted,,
10bet 1010,10bet-1010.com,https://10bet-1010.com,Horizonix Limited,ALSI-202512020-FI1,2025-12-15,2026-12-14,no,https://10bet-1010.com/contact,,not contacted,,
Upx,upx.game,https://upx.game,Integral Stone Ltd,ALSI-202512014-FI1,2025-12-15,2026-12-14,no,https://upx.game/contact,,not contacted,,
Lukkly,lukkly.com,https://lukkly.com,Nexluck Ltd,ALSI-202512012-FI1,2025-12-15,2026-12-14,no,https://lukkly.com/contact,,not contacted,,
Kktcbet,kktcbet.com,https://kktcbet.com,Nicosia Betting Ltd,ALSI-202512025-FI1,2025-12-15,2026-12-14,no,https://kktcbet.com/contact,,not contacted,,
Gangabet,gangabet.com,https://gangabet.com,OW Internacional Ltd,ALSI-202512013-FI1,2025-12-15,2026-12-14,no,https://gangabet.com/contact,,not contacted,,
Bufonbet,bufonbet.com,https://bufonbet.com,OW Internacional Ltd,ALSI-202512013-FI1,2025-12-15,2026-12-14,no,https://bufonbet.com/contact,,not contacted,,
Gangabet,gangabet.mx,https://gangabet.mx,OW Internacional Ltd,ALSI-202512013-FI1,2025-12-15,2026-12-14,no,https://gangabet.mx/contact,,not contacted,,
4bet0,4bet0.com,https://4bet0.com,Titan Ltd,ALSI-202512009-FI1,2025-12-15,2026-12-14,no,https://4bet0.com/contact,,not contacted,,
Vegabro,vegabro.com,https://vegabro.com,Vega Technologies Holding Limited,ALSI-202512019-FI1,2025-12-15,2026-12-14,no,https://vegabro.com/contact,,not contacted,,
Smartpari,smartpari.com,https://smartpari.com,Vitexis Ltd.,ALSI-202512006-FI1,2025-12-15,2026-12-14,no,https://smartpari.com/contact,,not contacted,,
Ssplaywin,ssplaywin.club,https://ssplaywin.club,3-102-942786 SRL,ALSI-202512001-FI1,2025-12-01,2026-11-30,no,https://ssplaywin.club/contact,,not contacted,,
Ssexch,ssexch.io,https://ssexch.io,3-102-942786 SRL,ALSI-202512001-FI1,2025-12-01,2026-11-30,no,https://ssexch.io/contact,,not contacted,,
Betxhub247,betxhub247.com,https://betxhub247.com,3-102-942786 SRL,ALSI-202512001-FI1,2025-12-01,2026-11-30,no,https://betxhub247.com/contact,,not contacted,,
Satfair,satfair.in,https://satfair.in,3-102-942786 SRL,ALSI-202512001-FI1,2025-12-01,2026-11-30,no,https://satfair.in/contact,,not contacted,,
Betcina,betcina.com,https://betcina.com,3-102-935992 SRL,ALSI-202511042-FI2,2025-11-30,2026-11-29,no,https://betcina.com/contact,,not contacted,,
Lotovegas,lotovegas.com,https://lotovegas.com,3-102-935992 SRL,ALSI-202511042-FI2,2025-11-30,2026-11-29,no,https://lotovegas.com/contact,,not contacted,,
Ibexbet,ibexbet.com,https://ibexbet.com,3-102-937186 LIMITADA,ALSI-202511039-FI2,2025-11-30,2026-11-29,no,https://ibexbet.com/contact,,not contacted,,
Bollygame,bollygame.com,https://bollygame.com,3-102-938908 SRL,ALSI-202511053-FI2,2025-11-30,2026-11-29,no,https://bollygame.com/contact,,not contacted,,
