tier,domain,brand,email,email_source,affiliate_url,affiliate_platform,operator,licence,expiry,vendors,regulator_seal,provider_count,sibling_brands,status,contacted_on
B,solobet.com,SoloBet AMP,,,,,Obsidian Titan Limited,ALSI-202602052-FI2,2027-02-27,,yes,0,zlot.com otobet.com slotin.com betewin.com betpublic.com starzbet.com baywin.com bycasino.com luxslot.com betira.com northwin.com jasino.com,DRAFT ONLY — NOT SENT,
B,yekbet.com,Yekbet,,,,,Fortuna Digital Solutions FDS Limitada,ALSI-202509068-FI2,2026-09-29,,yes,3,ikasbet.com asyabahis.com dumanbet.com maltcasino.com olabahis.com pinbahis.com spinman.com,DRAFT ONLY — NOT SENT,
B,asyabahis.com,Asyabahis,,,,,Fortuna Digital Solutions FDS Limitada,ALSI-202509068-FI2,2026-09-29,,yes,0,yekbet.com ikasbet.com dumanbet.com maltcasino.com olabahis.com pinbahis.com spinman.com,DRAFT ONLY — NOT SENT,
B,dumanbet.com,Dumanbet,,,,,Fortuna Digital Solutions FDS Limitada,ALSI-202509068-FI2,2026-09-29,,yes,0,yekbet.com ikasbet.com asyabahis.com maltcasino.com olabahis.com pinbahis.com spinman.com,DRAFT ONLY — NOT SENT,
B,tipobet365.com,Tipobet,,,,,Galactic Infinity Ltd,ALSI-202511048-FI2,2026-11-29,,yes,0,matadorbet.com zbahis.com fixbet.com bahis.com sahabet.com betturkey.com tipobet.com,DRAFT ONLY — NOT SENT,
B,betturkey.com,Betturkey,,,,,Galactic Infinity Ltd,ALSI-202511048-FI2,2026-11-29,,yes,0,matadorbet.com zbahis.com fixbet.com bahis.com tipobet365.com sahabet.com tipobet.com,DRAFT ONLY — NOT SENT,
B,longtian.bet,LONG TIAN,,,,,U2IS Limited,ALSI-202601056-FI2,2027-01-30,,yes,2,gbjp.fun hana.asia a1slot.net oncasi.com u2is.tech winpeso.asia,DRAFT ONLY — NOT SENT,
B,oncasi.com,ONCASI 最新ゲーム搭載オンカジ,,,,,U2IS Limited,ALSI-202601056-FI2,2027-01-30,,yes,0,gbjp.fun hana.asia longtian.bet a1slot.net u2is.tech winpeso.asia,DRAFT ONLY — NOT SENT,
B,a1slot.net,A1slot,,,,,U2IS Limited,ALSI-202601056-FI2,2027-01-30,,yes,4,gbjp.fun hana.asia longtian.bet oncasi.com u2is.tech winpeso.asia,DRAFT ONLY — NOT SENT,
B,bizbet.io,Bizbet,,,,,Gameway Global LLC,ALSI-202511025-FI2,2026-11-29,,yes,1,africa-bizbet.com bizbet.mobi bizbet-biz.com mn-bizbet.io bizbet-au.com,DRAFT ONLY — NOT SENT,
B,bizbet-au.com,BizBet,,,,,Gameway Global LLC,ALSI-202511025-FI2,2026-11-29,,yes,1,africa-bizbet.com bizbet.mobi bizbet-biz.com bizbet.io mn-bizbet.io,DRAFT ONLY — NOT SENT,
B,artcasino.io,ArtCasino.io,,,,,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2027-01-30,"askgamblers, casinoguru",yes,24,betcrush.com casinoorca.com wett-bet.com lumibet.com winspin.ai,DRAFT ONLY — NOT SENT,
B,casinoorca.com,Casinoorca,,,,,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2027-01-30,"askgamblers, casinoguru",yes,24,artcasino.io betcrush.com wett-bet.com lumibet.com winspin.ai,DRAFT ONLY — NOT SENT,
B,wett-bet.com,WETT BET,,,,,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2027-01-30,,yes,3,artcasino.io betcrush.com casinoorca.com lumibet.com winspin.ai,DRAFT ONLY — NOT SENT,
B,lumibet.com,LumiBet,,,,,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2027-01-30,,yes,0,artcasino.io betcrush.com casinoorca.com wett-bet.com winspin.ai,DRAFT ONLY — NOT SENT,
B,winspin.ai,WinSpin,,,,,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2027-01-30,"askgamblers, casinoguru",yes,25,artcasino.io betcrush.com casinoorca.com wett-bet.com lumibet.com,DRAFT ONLY — NOT SENT,
B,betcrush.com,Betcrush,,,,,Wild Blackfin Limited SRL,ALSI-202601043-FI2,2027-01-30,,yes,26,artcasino.io casinoorca.com wett-bet.com lumibet.com winspin.ai,DRAFT ONLY — NOT SENT,
B,howzitcasino.com,Howzit.com,,,,,RegalTech Solutions Limitada,ALSI-202602046-FI2,2027-02-27,,yes,0,lt.com letou.com mrcat.com vwin.com,DRAFT ONLY — NOT SENT,
B,mrcat.com,Mrcat,,,,,RegalTech Solutions Limitada,ALSI-202602046-FI2,2027-02-27,,yes,2,howzitcasino.com lt.com letou.com vwin.com,DRAFT ONLY — NOT SENT,
B,trendbet.com,Trendbet,,,,,Maltech Ltd,ALSI-202603007-FI1,2027-03-13,,yes,0,betixir.com capitolbet.com taksimbet.com parobet.com,DRAFT ONLY — NOT SENT,
B,parobet.com,Parobet,,,,,Maltech Ltd,ALSI-202603007-FI1,2027-03-13,,yes,0,betixir.com capitolbet.com trendbet.com taksimbet.com,DRAFT ONLY — NOT SENT,
B,cryptobosscasino.com,CryptoBoss,,,,,3-102-937046 SRL,ALSI-202509033-FI1,2026-09-15,,yes,12,unlimcasino.com casinohype.com aufcasino.com,DRAFT ONLY — NOT SENT,
B,unlimcasino.com,Unlim казино официальный сайт,,,,,3-102-937046 SRL,ALSI-202509033-FI1,2026-09-15,,yes,21,cryptobosscasino.com casinohype.com aufcasino.com,DRAFT ONLY — NOT SENT,
B,casinohype.com,Hype казино официальный сайт,,,,,3-102-937046 SRL,ALSI-202509033-FI1,2026-09-15,,yes,21,cryptobosscasino.com unlimcasino.com aufcasino.com,DRAFT ONLY — NOT SENT,
B,aufcasino.com,Auf казино официальный сайт,,,,,3-102-937046 SRL,ALSI-202509033-FI1,2026-09-15,,yes,20,cryptobosscasino.com unlimcasino.com casinohype.com,DRAFT ONLY — NOT SENT,
B,winbitcasino.com,winbitcasino,,,,,MOONSEEKER SRL,ALSI-202509006-FI1,2026-09-15,,yes,25,vegazcasino.com mondcasino.com casinostars.io,DRAFT ONLY — NOT SENT,
B,bogartcasino.ag,Bogart,,,,,International Radical Investment Ltd,ALSI-202509042-FI1,2027-09-15,,yes,0,betphoenix.ag skybook.ag betmania.ag,DRAFT ONLY — NOT SENT,
B,mondcasino.com,Mond,,,,,MOONSEEKER SRL,ALSI-202509006-FI1,2026-09-15,"askgamblers, casinoguru",yes,24,winbitcasino.com vegazcasino.com casinostars.io,DRAFT ONLY — NOT SENT,
B,casinostars.io,CasinoStars,,,,,MOONSEEKER SRL,ALSI-202509006-FI1,2026-09-15,"askgamblers, casinoguru",yes,24,winbitcasino.com vegazcasino.com mondcasino.com,DRAFT ONLY — NOT SENT,
B,betmania.ag,Betmania,,,,,International Radical Investment Ltd,ALSI-202509042-FI1,2027-09-15,,yes,1,betphoenix.ag bogartcasino.ag skybook.ag,DRAFT ONLY — NOT SENT,
B,majorx.game,MajorX,,,,,Ay Information Technology LTD,ALSI-202511017-FI1,2026-11-14,,yes,4,minorx.game grandx.game minix.game,DRAFT ONLY — NOT SENT,
B,minorx.game,MinorX,,,,,Ay Information Technology LTD,ALSI-202511017-FI1,2026-11-14,,yes,4,majorx.game grandx.game minix.game,DRAFT ONLY — NOT SENT,
B,grandx.game,GrandX,,,,,Ay Information Technology LTD,ALSI-202511017-FI1,2026-11-14,,yes,4,majorx.game minorx.game minix.game,DRAFT ONLY — NOT SENT,
B,minix.game,MiniX,,,,,Ay Information Technology LTD,ALSI-202511017-FI1,2026-11-14,,yes,4,majorx.game minorx.game grandx.game,DRAFT ONLY — NOT SENT,
B,avrupabet.com,Avrupa nın En Büyük,,,,,Real Tech Ltd,ALSI-202601013-FI1,2027-01-14,,yes,1,ustabet.com betmarino.com rekorbet.com,DRAFT ONLY — NOT SENT,
B,celtabet.com,Celtabet Türkiye,,,,,3-102-952681 SRL,ALSI-202603008-FI1,2027-03-13,,yes,0,zumabet.com lord.casino parmabet.com,DRAFT ONLY — NOT SENT,
B,parmabet.com,Parmabet,,,,,3-102-952681 SRL,ALSI-202603008-FI1,2027-03-13,,yes,0,celtabet.com zumabet.com lord.casino,DRAFT ONLY — NOT SENT,
B,sportsduel.com,Sports Duel,,,,,Kitsilano Limitada,ALSI-202508065-FI2,2026-08-28,,yes,0,betanic.com squadduel.com,DRAFT ONLY — NOT SENT,
B,squadduel.com,Squad Duel,,,,,Kitsilano Limitada,ALSI-202508065-FI2,2026-08-28,,yes,0,betanic.com sportsduel.com,DRAFT ONLY — NOT SENT,
B,betanic.com,Games,,,,,Kitsilano Limitada,ALSI-202508065-FI2,2026-08-28,,yes,0,sportsduel.com squadduel.com,DRAFT ONLY — NOT SENT,
B,questjack.com,Questjack,,,,,QuestJack Ltd,ALSI-202508055-FI2,2026-08-28,,yes,0,tibiablackjack.com tibiadice.com,DRAFT ONLY — NOT SENT,
B,tibiablackjack.com,Tibiablackjack,,,,,QuestJack Ltd,ALSI-202508055-FI2,2026-08-28,,yes,0,questjack.com tibiadice.com,DRAFT ONLY — NOT SENT,
B,sierra.casino,Sierra,,,,,Mirella Ltd,ALSI-202509009-FI1,2026-09-15,,yes,24,jokertipp.com altaris.casino,DRAFT ONLY — NOT SENT,
B,olipsbet.com,Olipsbet,,,,,Evoluxia Limitada,ALSI-202510013-FI1,2026-10-15,,yes,0,elipsbet.com jupitercryptox.com,DRAFT ONLY — NOT SENT,
B,freespinz.com,Freespinz,,,,,Pacific Odds SRL,ALSI-202510032-FI1,2026-10-15,,yes,9,ebete.com freespinz.casino,DRAFT ONLY — NOT SENT,
B,erc20play.com,Erc20Play,,,,,Fortune HUB OÜ,ALSI-202512031-FI1,2026-12-21,,yes,0,fortunehub.io trc20play.com,DRAFT ONLY — NOT SENT,
B,tycoonwin.com,Tycoon,,,,,3-102-950476 LIMITADA,ALSI-202602013-FI1,2027-02-15,,yes,22,ampm.casino spingreen.casino,DRAFT ONLY — NOT SENT,
B,xbagh.casino,xBagh,,,,,Ingrex Tech LTD,ALSI-202602050-FI2,2027-02-27,,yes,22,kheli.bet tengri.casino,DRAFT ONLY — NOT SENT,
B,egebet.com,Egebet Web Sitesi,,,,,3-102-947593 SRL,ALSI-202603005-FI1,2027-03-13,,yes,0,hotslot.com slotio.com,DRAFT ONLY — NOT SENT,
B,parolambet.com,Loading,,,,,3-102-952932 SRL,ALSI-202604027-FI2,2027-04-28,,yes,7,casshiva.com donebets.com,DRAFT ONLY — NOT SENT,
B,spin.io,Spin.io,,,,,FunGame LLC,ALSI-202508063-FI2,2026-08-28,,yes,4,betbeast.com,DRAFT ONLY — NOT SENT,
B,betbeast.com,BetBeast,,,,,FunGame LLC,ALSI-202508063-FI2,2026-08-28,,yes,34,spin.io,DRAFT ONLY — NOT SENT,
B,juegojoker.com,JuegoJoker,,,,,Nova Code Limitada,ALSI-202508064-FI2,2026-08-28,,yes,15,tucasino.lat,DRAFT ONLY — NOT SENT,
B,grbets.com,Grbets Adresi,,,,,Eagle Nobility LTD,ALSI-202509017-FI1,2026-09-15,,yes,0,acarbet.com,DRAFT ONLY — NOT SENT,
B,acarbet.com,Acarbet Adresi,,,,,Eagle Nobility LTD,ALSI-202509017-FI1,2026-09-15,,yes,0,grbets.com,DRAFT ONLY — NOT SENT,
B,cryptogaming.com,CryptoGaming,,,,,Digital Chain Ventures SRL,ALSI-202509004-FI1,2026-09-15,,yes,0,cooked.com,DRAFT ONLY — NOT SENT,
B,spassino.com,Spassino,,,,,Total Unlimited Marketing Ltd,ALSI-202509001-FI1,2026-09-15,trustpilot,yes,0,funbahis.com,DRAFT ONLY — NOT SENT,
B,zenobet.com,Zenobet,,,,,Zenobet Ltd,ALSI-202509034-FI1,2026-09-15,,yes,0,zenobet.gg,DRAFT ONLY — NOT SENT,
B,zenobet.gg,Zenobet,,,,,Zenobet Ltd,ALSI-202509034-FI1,2026-09-15,,yes,1,zenobet.com,DRAFT ONLY — NOT SENT,
B,madcasino.org,Mad,,,,,3-102-938906 SRL,ALSI-202510009-FI1,2026-10-15,,yes,22,mad.casino,DRAFT ONLY — NOT SENT,
B,mad.casino,Mad,,,,,3-102-938906 SRL,ALSI-202510009-FI1,2026-10-15,,yes,22,madcasino.org,DRAFT ONLY — NOT SENT,
B,g4mbit.com,G4mbit,,,,,CONDOOR V.P. LIMITED,ALSI-202510026-FI1,2026-10-15,,yes,5,caposino.com,DRAFT ONLY — NOT SENT,
B,lavbet.co,LavBet,,,,,Lavbet Limitada,ALSI-202510027-FI1,2026-10-15,,yes,3,lavbet.com,DRAFT ONLY — NOT SENT,
B,lavbet.com,LavBet,,,,,Lavbet Limitada,ALSI-202510027-FI1,2026-10-15,,yes,2,lavbet.co,DRAFT ONLY — NOT SENT,
B,k1.game,K1 Game,,,,,3-102-938908 SRL,ALSI-202511053-FI2,2026-11-29,,yes,0,bollygame.com,DRAFT ONLY — NOT SENT,
B,lv33.com,LV33,,,,,3-102-945737 SRL,ALSI-202511032-FI2,2026-11-29,,yes,1,lv33.io,DRAFT ONLY — NOT SENT,
B,lv33.io,LV33,,,,,3-102-945737 SRL,ALSI-202511032-FI2,2026-11-29,,yes,1,lv33.com,DRAFT ONLY — NOT SENT,
B,xprobet.com,Xprobet,,,,,3-102-946386 SRL,ALSI-202512003-FI1,2026-12-14,,yes,14,aryanbet.com,DRAFT ONLY — NOT SENT,
B,gangabet.mx,GANGABET Apuestas y,,,,,OW Internacional Ltd,ALSI-202512013-FI1,2026-12-14,,yes,4,bufonbet.com,DRAFT ONLY — NOT SENT,
B,spinrain.com,SpinRain,,,,,IsleSoft Lab Ltd.,ALSI-202601011-FI1,2027-01-14,,yes,2,slotbaba.com,DRAFT ONLY — NOT SENT,
B,stradabet.com,Stradabet,,,,,Luxora Interactive Limited,ALSI-202601032-FI1,2027-01-14,,yes,0,hojabet.com,DRAFT ONLY — NOT SENT,
B,roulo.gg,Roulo,,,,,Roulo Interactive Games LLC,ALSI-202602053-FI2,2027-02-15,,yes,6,roulobets.com,DRAFT ONLY — NOT SENT,
B,qqpk.com,QQPK,,,,,QQPOKER Technology Limited,ALSI-202603009-FI1,2027-03-13,,yes,0,qqpk.poker,DRAFT ONLY — NOT SENT,
B,normal-game.com,Normal Game,,,,,3-102-950813 LIMITADA,ALSI-202603038-FI2,2027-03-30,,yes,15,normal.game,DRAFT ONLY — NOT SENT,
B,normal.game,Normal,,,,,3-102-950813 LIMITADA,ALSI-202603038-FI2,2027-03-30,,yes,17,normal-game.com,DRAFT ONLY — NOT SENT,
B,jackpot88.io,Jackpot88,,,,,3-102-950412 LIMITADA,ALSI-202603036-FI2,2027-03-30,,yes,17,jp88.io,DRAFT ONLY — NOT SENT,
B,jp88.io,Jp88,,,,,3-102-950412 LIMITADA,ALSI-202603036-FI2,2027-03-30,,yes,17,jackpot88.io,DRAFT ONLY — NOT SENT,
B,10x10bet.com,TEN by TEN BET 10x10bet,,,,,Normanhouse LTD,ALSI-202603050-FI2,2027-03-30,,yes,0,10x10.bet,DRAFT ONLY — NOT SENT,
B,10x10.bet,Home,,,,,Normanhouse LTD,ALSI-202603050-FI2,2027-03-30,,yes,1,10x10bet.com,DRAFT ONLY — NOT SENT,
B,keyzino.com,Keyzino,,,,,Dexbay Ltd,ALSI-202604033-FI2,2027-04-28,,yes,4,stepsino.com,DRAFT ONLY — NOT SENT,
B,stepsino.com,Stepsino,,,,,Dexbay Ltd,ALSI-202604033-FI2,2027-04-28,,yes,4,keyzino.com,DRAFT ONLY — NOT SENT,
B,vamoplay.com,Vamo Play,,,,,3-102-938326 SRL,ALSI-202508062-FI2,2026-08-28,,yes,0,,DRAFT ONLY — NOT SENT,
B,greatslots.com,Great,,,,,BrightSky Ltd,ALSI-202508057-FI2,2026-08-28,,yes,12,,DRAFT ONLY — NOT SENT,
B,betmonks.com,Betmonks,,,,,Gamerly Holding Ltd,ALSI-202508059-FI2,2026-08-28,,yes,22,,DRAFT ONLY — NOT SENT,
B,betitor.com,Betitor,,,,,3-102-941073 SRL,ALSI-202509018-FI1,2026-09-15,,yes,11,,DRAFT ONLY — NOT SENT,
B,dadastake.com,Dadastake,,,,,Fortaluna Ltd,ALSI-202509045-FI1,2026-09-15,,yes,14,,DRAFT ONLY — NOT SENT,
B,kikabet.com,Kikabet,,,,,Blackwave Ltd.,ALSI-202509019-FI1,2026-09-15,,yes,9,,DRAFT ONLY — NOT SENT,
B,gameside.io,Gameside,,,,,Final Whistle Ltd,ALSI-202509022-FI1,2026-09-15,,yes,0,,DRAFT ONLY — NOT SENT,
B,anubet.com,AnuBet,,,,,Hexiro Ltd,ALSI-202509043-FI1,2026-09-15,,yes,16,,DRAFT ONLY — NOT SENT,
B,7red.com,7Red.com Online,,,,,Red Ace Limited,ALSI-202509030-FI1,2026-09-15,,yes,0,,DRAFT ONLY — NOT SENT,
B,warriorbet.io,Warriorbet,,,,,3-102-938960 SRL,ALSI-202509057-FI2,2026-09-29,,yes,0,,DRAFT ONLY — NOT SENT,
B,tucanbit.io,TucanBit,,,,,3-102-940901 SRL,ALSI-202509055-FI2,2026-09-29,,yes,0,,DRAFT ONLY — NOT SENT,
B,megasino.win,Megasino,,,,,Karthala Ventures Ltd,ALSI-202510014-FI1,2026-10-08,,yes,20,,DRAFT ONLY — NOT SENT,
B,welvura1.com,Welvura,,,,,3-102-943707 SRL,ALSI-202510019-FI1,2026-10-15,,yes,1,,DRAFT ONLY — NOT SENT,
B,imperia.bet,IMPERIABET,,,,,3-102-939877 SRL,ALSI-202510024-FI1,2026-10-15,,yes,11,,DRAFT ONLY — NOT SENT,
B,americaloto.com,Jogue America Loto,,,,,Lucky AML Ltd,ALSI-202510001-FI1,2026-10-15,,yes,0,,DRAFT ONLY — NOT SENT,
B,case-battle.com,Case,,,,,MILLENNIUM LIMITED,ALSI-202510003-FI1,2026-10-15,,yes,0,,DRAFT ONLY — NOT SENT,
B,chance.net,Chance,,,,,Chance Ltd,ALSI-202510039-FI2,2026-10-26,,yes,0,,DRAFT ONLY — NOT SENT,
B,buffalo-casino.com,BUFFALO,,,,,3-102-945833 SRL,ALSI-202510062-FI2,2026-10-28,,yes,16,,DRAFT ONLY — NOT SENT,
B,coolt.casino,Сoolt,,,,,Nuveau Ltd,ALSI-202510045-FI2,2026-10-28,,yes,1,,DRAFT ONLY — NOT SENT,
B,tomcasino.net,Tomcasino,,,,,3-102-941391 SRL,ALSI-202511019-FI1,2026-11-14,,yes,23,,DRAFT ONLY — NOT SENT,
B,dicey.com,Play,,,,,3-102-943011 SRL,ALSI-202511054-FI2,2026-11-29,,yes,9,,DRAFT ONLY — NOT SENT,
B,8win.com.my,8win,,,,,3-102-946565 SRL,ALSI-202511031-FI2,2026-11-29,,yes,0,,DRAFT ONLY — NOT SENT,
B,surewin168.com,sureWin,,,,,3-102-948637 SRL,ALSI-202511046-FI2,2026-11-29,,yes,1,,DRAFT ONLY — NOT SENT,
B,bet502.com,Bet502,,,,,Netsolution Holding Ltd.,ALSI-202511057-FI2,2026-11-29,,yes,23,,DRAFT ONLY — NOT SENT,
B,kktcbet.com,Ana Sayfa,,,,,Nicosia Betting Ltd,ALSI-202512025-FI1,2026-12-14,,yes,0,,DRAFT ONLY — NOT SENT,
B,vegabro.com,VegaBro,,,,,Vega Technologies Holding Limited,ALSI-202512019-FI1,2026-12-14,,yes,15,,DRAFT ONLY — NOT SENT,
B,lukkly.com,LUKKLY,,,,,Nexluck Ltd,ALSI-202512012-FI1,2026-12-14,askgamblers,yes,19,,DRAFT ONLY — NOT SENT,
B,cs2skin.com,CS2SKIN,,,,,3-102-946905 SRL,ALSI-202512033-FI1,2026-12-21,,yes,0,,DRAFT ONLY — NOT SENT,
B,tubetrd.com,TuBetRD,,,,,3-102-948797 SRL,ALSI-202512037-FI1,2026-12-21,,yes,0,,DRAFT ONLY — NOT SENT,
B,scattr.com,SCATTR,,,,,Triglyph Technologies Ltd,ALSI-202512039-FI1,2026-12-21,,yes,0,,DRAFT ONLY — NOT SENT,
B,wilderbet.com,Wilderbet,,,,,VitaCore Limited,ALSI-202512038-FI1,2026-12-21,,yes,12,,DRAFT ONLY — NOT SENT,
B,leclubbet.com,LeClubBet,,,,,LeClub Bet Ltd,ALSI-202601019-FI1,2027-01-14,,yes,0,,DRAFT ONLY — NOT SENT,
B,crash2x.com,Crash2x,,,,,Meta Jack Inc.,ALSI-202601024-FI1,2027-01-14,,yes,7,,DRAFT ONLY — NOT SENT,
B,artemisbet.com,Artemisbet,,,,,Star Moss Ltd,ALSI-202601004-FI1,2027-01-14,,yes,0,,DRAFT ONLY — NOT SENT,
B,winro.io,Winro,,,,,August Gaming Ltd,ALSI-202601039-FI2,2027-01-23,,yes,23,,DRAFT ONLY — NOT SENT,
B,sweatbet.io,Sweatbet,,,,,3-102-944260 SRL,ALSI-202601052-FI2,2027-01-30,,yes,0,,DRAFT ONLY — NOT SENT,
B,like.casino,LikeCasino,,,,,3-102-948639 SRL,ALSI-202601050-FI2,2027-01-30,,yes,18,,DRAFT ONLY — NOT SENT,
B,moon.com,Moon,,,,,Moon International Ltd,ALSI-202601063-FI2,2027-01-30,,yes,0,,DRAFT ONLY — NOT SENT,
B,roketbahis.com,Oyun Zamanı,,,,,Laulani Investment Ltd,ALSI-202601057-FI2,2027-01-30,,yes,0,,DRAFT ONLY — NOT SENT,
B,gameslots.com,GameSlots,,,,,Solid X Ltd,ALSI-202602002-FI1,2027-01-31,,yes,0,,DRAFT ONLY — NOT SENT,
B,betoriz.com,Betoriz lic,,,,,Kingslayer Entertainment Ltd,ALSI-202602006-FI1,2027-02-05,,yes,0,,DRAFT ONLY — NOT SENT,
B,nolimit.com,Nolimit,,,,,Fuego Mediatech Ltd,ALSI-202602003-FI1,2027-02-05,,yes,1,,DRAFT ONLY — NOT SENT,
B,pokerjoker.com,Pokerjoker,,,,,PJK Trading Ltd,ALSI-202602001-FI1,2027-02-15,,yes,0,,DRAFT ONLY — NOT SENT,
B,sportifpro.com,SportifPro,,,,,Ameriserv LLC,ALSI-202602034-FI2,2027-02-27,,yes,0,,DRAFT ONLY — NOT SENT,
B,craze.casino,Craze,,,,,Gridline Limited,ALSI-202602036-FI2,2027-02-27,,yes,17,,DRAFT ONLY — NOT SENT,
B,slotzula.com,Slotzula,,,,,Rambo Corp Limited,ALSI-202603015-FI1,2027-03-13,,yes,11,,DRAFT ONLY — NOT SENT,
B,pokerclubhub.com,Play & Host Online Poker Clubs,,,,,3-102-953867 SRL,ALSI-202604005-FI1,2027-04-13,,yes,0,,DRAFT ONLY — NOT SENT,
B,10x.win,Home 10xwin,,,,,Vantage Crest Ltd,ALSI-202603058-FI2,2027-03-30,,yes,0,,DRAFT ONLY — NOT SENT,
B,mybc.game,MYBC,,,,,AceQueen Limited,ALSI-202604006-FI1,2027-04-13,,yes,10,,DRAFT ONLY — NOT SENT,
B,hellocasino.io,HelloCasino,,,,,3-102-940372 SRL,ALSI-202604020-FI2,2027-04-28,,yes,0,,DRAFT ONLY — NOT SENT,
B,kranz.top,Kranz Top,,,,,3-102-952153 SRL,ALSI-202604024-FI2,2027-04-28,,yes,0,,DRAFT ONLY — NOT SENT,
B,reeljoy.com,Reeljoy,,,,,3-102-952820 SRL,ALSI-202604026-FI2,2027-04-28,,yes,14,,DRAFT ONLY — NOT SENT,
B,legenddrop.com,LegendDrop,,,,,Legenddrop Ltd,ALSI-202604012-FI1,2027-04-13,,yes,0,,DRAFT ONLY — NOT SENT,
B,ganare.com,Ganare,,,,,Born Champion Entertainment Ltd,ALSI-202604031-FI2,2027-04-28,,yes,0,,DRAFT ONLY — NOT SENT,
B,interwin.com,Interwin,,,,,3-102-959230 SRL,ALSI-202604030-FI2,2027-04-28,,yes,5,,DRAFT ONLY — NOT SENT,
B,playandpredict.io,Play and Predict,,,,,Blackmere Ltd,ALSI-202605032-FI1,2027-05-10,,yes,0,,DRAFT ONLY — NOT SENT,
B,star.gg,STAR.GG,,,,,Skyborn Limited,ALSI-202605021-FI1,2027-05-14,,yes,0,,DRAFT ONLY — NOT SENT,
B,hype247.bet,Hype247,,,,,One Crane Studio Ltd,ALSI-202604043-FI2,2027-04-28,,yes,9,,DRAFT ONLY — NOT SENT,
C,fixbet.com,Fixbet,destek@fixbet.com,contact page,,,Galactic Infinity Ltd,ALSI-202511048-FI2,2026-11-29,,no,0,matadorbet.com zbahis.com bahis.com tipobet365.com sahabet.com betturkey.com tipobet.com,DRAFT ONLY — NOT SENT,
C,levabet.com,LevaBet,affiliate@levabet.com,affiliate page,https://levabet.com/affiliate,,Mistletoe Ltd,ALSI-202508061-FI2,2026-08-28,,no,31,matixbet.com betpir.com kuzeycasino.com evetabi.com,DRAFT ONLY — NOT SENT,
C,betpir.com,Betpir,affiliate@betpir.com,contact page,,,Mistletoe Ltd,ALSI-202508061-FI2,2026-08-28,,no,36,levabet.com matixbet.com kuzeycasino.com evetabi.com,DRAFT ONLY — NOT SENT,
C,matixbet.com,MatixBet,affiliate@matixbet.com,affiliate page,https://matixbet.com/affiliate,,Mistletoe Ltd,ALSI-202508061-FI2,2026-08-28,,no,31,levabet.com betpir.com kuzeycasino.com evetabi.com,DRAFT ONLY — NOT SENT,
C,ustabet.com,Ustabet,support@ustabet.com,affiliate page,https://ustabet.com/affiliate,,Real Tech Ltd,ALSI-202601013-FI1,2027-01-14,,no,0,betmarino.com avrupabet.com rekorbet.com,DRAFT ONLY — NOT SENT,
C,betbeto.com,Betbeto,support@betbeto.com,affiliate page,https://betbeto.com/affiliates,,Capitanos Games Ltd,ALSI-202509071-FI2,2026-09-29,,no,0,bhaicasino.com cwinz.com bluebetz.com,DRAFT ONLY — NOT SENT,
C,betmarino.com,Betmarino,chupurnov@gmail.com,affiliate page,https://affiliates.betmarino.com,,Real Tech Ltd,ALSI-202601013-FI1,2027-01-14,,no,3,ustabet.com avrupabet.com rekorbet.com,DRAFT ONLY — NOT SENT,
C,fortunehub.io,Fortune HUB,support@fortunehub.io,contact page,,,Fortune HUB OÜ,ALSI-202512031-FI1,2026-12-21,,no,0,trc20play.com erc20play.com,DRAFT ONLY — NOT SENT,
C,betsmove.com,Betsmove,support@betsmove.com,contact page,,,Vesaro Limited,ALSI-202604046-FI2,2027-04-28,,no,0,matbet.com elitcasino.com,DRAFT ONLY — NOT SENT,
C,betfal.com,Home,info@betfal.com,contact page,,,Anzal Ltd,ALSI-202510004-FI1,2026-10-15,,no,0,369wins.com,DRAFT ONLY — NOT SENT,
C,caposino.com,Caposino,support@mangodorado.com,contact page,,,CONDOOR V.P. LIMITED,ALSI-202510026-FI1,2026-10-15,,no,3,g4mbit.com,DRAFT ONLY — NOT SENT,
C,slotbaba.com,Slotbaba Official,info@slotbaba.com,contact page,,,IsleSoft Lab Ltd.,ALSI-202601011-FI1,2027-01-14,,no,0,spinrain.com,DRAFT ONLY — NOT SENT,
C,oxy.casino,OXY,support@oxy.casino,contact page,,,Spiritus Limited,ALSI-202603056-FI2,2027-03-30,,no,14,fenixbet.online,DRAFT ONLY — NOT SENT,
C,tonplay.com,Tonplay,info.partners@tonplay.com,affiliate page,https://tonplay.com/partners,,Galaxy Byte Lab SRL,ALSI-202508040-FI2,2026-08-28,,no,24,godsgame.casino,DRAFT ONLY — NOT SENT,
C,booty.casino,Booty,support@booty.casino,affiliate page,https://booty.casino/affiliates,,BMGruppe Ltd,ALSI-202510020-FI1,2026-10-15,,no,13,casinocrypto.io,DRAFT ONLY — NOT SENT,
C,casinocrypto.io,CasinoCrypto,affiliates@casinocrypto.io,affiliate page,https://affiliates.casinocrypto.io,,BMGruppe Ltd,ALSI-202510020-FI1,2026-10-15,,no,21,booty.casino,DRAFT ONLY — NOT SENT,
