source,tier,domain,brand,email,email_source,operator,licence,licence_status,expiry,confidence,flag,status,contacted_on
anjouan,C,bkmwin.com,BkmWin,,,Asoftgame Limited,ALSI-202510043-FI2,,2026-10-28,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,u.game,Loading,,,Aurora Soft Ltd,ALSI-202510044-FI2,,2026-10-28,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,linebetglobal.com,Linebet,,,Savoska LLC,ALSI-202510056-FI2,,2026-10-28,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,lasbet486.com,라스벳,,,Qos Entertainment Ltd,ALSI-202511007-FI1,,2026-11-06,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,rumwin.com,Rumwin,,,3-102-939534 SRL,ALSI-202511010-FI1,,2026-11-07,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,angelspin.com,Angelspin,,,Fruitopia Limited,ALSI-202511011-FI1,,2026-11-14,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,rooksbet.com,Rooksbet,,,Prontogabriela SRL,ALSI-202511020-FI1,,2026-11-14,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,flex2bet.com,porkbun.com,,,Bright Entertainment Inc,ALSI-202511026-FI2,,2026-11-18,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,blockchain.poker,Blockchain Poker,,,Highcard Software SRL,ALSI-202511029-FI2,,2026-11-29,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,lebull.com,Lebull,,,3-102-945060 SRL,ALSI-202512018-FI1,,2026-12-14,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,ohmywin.com,Nuevo Alojamiento,,,Liberty Walk Ltd,ALSI-202601002-FI1,,2027-01-04,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,regal.casino,Hello There,,,Zenorix Limited,ALSI-202601037-FI1,,2027-01-21,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,peakbet.io,Hello There,,,3-102-949997 SRL,ALSI-202601049-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,wildwin.io,Hello There,,,3-102-950481 Limitada,ALSI-202601048-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,fixa.casino,Переход на новый сайт,,,FX Solutions Ltd,ALSI-202601058-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,appleicasino.com,AppleiCasino,,,AIC Enterprises LLC,ALSI-202602038-FI2,,2027-02-27,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,betss.com,Betss,,,Ceylonite Ltd,ALSI-202603025-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,betfuze.com,Betfuze,,,BET Fusion Ltd,ALSI-202603042-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,solstake.tv,Solstake.tv,,,SOLSTART LTD,ALSI-202603055-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,rolly.info,Platform,,,3-102-954977 SRL,ALSI-202604001-FI1,,2027-04-13,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,placebet.partners,Place.bet Partners,,,3-102-959375 SRL,ALSI-202604017-FI1,,2027-04-13,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,2k.bet,2KBet,,,2K Services Ltd,ALSI-202604019-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,gorillacasinos.com,Gorilla,,,Luminous Interactive Solutions Ltd,ALSI-202604040-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,sinbet.co.com,Sinbet,,,GK INTERACTIVE LTD,ALSI-202604035-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,
anjouan,C,degenta.com,Degenta,,,Thornwick Ltd,ALSI-202605028-FI1,,2027-05-10,licence-matched,,DRAFT ONLY — NOT SENT,
curacao,,apolobet.com,apolobet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,azar365.com,azar,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betjuve.com,Betjuve,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,neredebahis.com,Neredebahis,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,tricobet.io,TricoBET,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,1x2bet.co,1X2BET.CO,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,8bet.co.sz,co,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,apuestalos.com,APUESTALOS,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,apuestaswin.com,ApuestasWin,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,astrobet.ec,astrobet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bet593.online,Pronósticos deportivos,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betplatino.co,Betplatino,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betpro.hn,Betpro Honduras,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,brmegas.com,brmegas,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bwise365.com,Bwise365 Sportsbook,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,casinoencasa.com,CasinoEnCasa,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,extrabet.games,extrabet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,fixplay.pe,Betting website,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,galeribet.com,Galeribet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,golbetting.com,Golbet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,juegaconelking.com,JUEGA CON EL KING,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,kongocash.com,Ingreso,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,listobet.com,listobet.com,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,lotbet.vip,Lotbet Guatemala,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,loterianacional.ec,Loteria Nacional,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,mas1x2.com,Mas1x2,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,masterbets365.com,masterbets,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,petra.bet,petra,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,playred.com,Playred Casino Lobby,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,slotrix.net,slotrix,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,yinyangbet.com,Bienvenidos a YinYangBet.com,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,rocketrichescasino.com,rocketrichescasino,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bigboost-in.com,bigboostin,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bigboost.com,bigboost,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bigjeeto.com,CloudFront Test,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,biglucky-in.com,bigluckyin,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,biglucky.com,biglucky,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,buustikasino.com,buustikasino,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,casinokhajana.com,casinokhajana,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,clubcd.com,clubcd,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,jeetboost.com,jeetboost,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,luckyspins-in.com,luckyspinsin,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,mastispins.com,mastispins,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,panosta.com,panosta,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,panostabet-no.com,panostabetno,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,panostabet.com,panostabet,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,paratiisi.com,paratiisi,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,playorbet.com,playorbet,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,raketti.com,raketti,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,regalrush-no.com,regalrushno,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,regalrush.com,regalrush,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,rocketriches-india.in,rocketrichesindia,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,rocketriches.com,rocketriches,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,rr-in.in,rrin,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,ruhtinas.com,ruhtinas,,,White Star B.V.,OGL/2023/159/0076,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bettyspin.com,ᐈ Bettyspin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,billionairespin.com,ᐈ Billionairespin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,candyspinz.com,ᐈ Candyspinz,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,capospin.com,ᐈ Capospin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,casinaga.com,casinaga,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,didispin.com,didispin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,dreamspinz.com,dreamspinz,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,felixspin.com,ᐈ Felixspin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,highflybet.com,ᐈ Highflybet,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,honeybetz.com,ᐈ Honeybetz,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,jackpire.com,jackpire,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,jackpoleon.com,jackpoleon,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,liraspin.com,ᐈ Liraspin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,luckapone.com,luckapone,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,oscarspin.com,ᐈ Oscarspin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,playjonny.com,ᐈ Playjonny,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,rockyspin.com,ᐈ Rockyspin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,rolldorado.com,ᐈ Rolldorado,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,roulettino.com,ᐈ Roulettino,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,savaspin.com,ᐈ Savaspin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,sloticorn.com,sloticorn,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,spingali.com,spingali,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,spinigma.com,spinigma,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,spinmacho.com,ᐈ Spinmacho,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,spinogambino.com,ᐈ Spinogambino,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,sweetyspin.com,ᐈ Sweetyspin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,tinatinbet.com,tinatinbet,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,turbowinz.com,ᐈ Turbowinz,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,vincispin.com,ᐈ Vincispin,,,Terdersoft B.V.,OGL/2024/1126/0521,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,bahisdeyiz.com,Betting website,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betofgame.com,Betofgame,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,cyprusslots3.com,Login,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,jungle7.com,jungle7,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,luckychico.com,Casino Games,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,lukycricket.com,Casino,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,metaigaming.io,Meta System,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,ogbets.com,ogbets,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,suratbet.com,"SüratBet Hızlı Oyun, Hızlı Kazanç",,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,vegasoro.com,Casino Games,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,wingobingo.tv,WingoBingo,,,Middle Kang B.V.,OGL/2024/2267/1181,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,latribet.ec,latribet,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,rojabet.cl,Rojabet Chile,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,1bet4win.com,betwin,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,apuestashouse.com,apuestashouse,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,apuesto.com,apuesto,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,betmartini.com,Scommesse online e scommesse da casinò,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,btc2bet.com,Online Sports and Casino Betting,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,deporgram.com,Online Sports and Casino Betting,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,derbibet.com,Forvetbet,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,forvetbet.com,Forvetbet,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,isbet.com,isbet,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,kikobet.com,Online Sports and Casino Betting,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,megawin.cl,MegaWin Casino,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,mundoapostas.com,Mundoapostas,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,optimbet.com,Optimbet,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,tornadobahis.com,Forvetbet,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,tornadobet.com,Tornadobet,,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,wsbets.com,"Spor Bahisleri, Slotlar ve Canlı Casino",,,Media Entertainment N.V.,OGL/2024/1110/0512,active,"August 1, 2026",licence-matched,,not contacted,
curacao,,luxewin.bet,Luxewin,,,Famagousta B.V.,OGL/2023/155/0098,active,"June 4, 2026",licence-matched,,not contacted,
curacao,,21bets.com,21Bets,,,Famagousta B.V.,OGL/2023/155/0098,active,"June 4, 2026",licence-matched,,not contacted,
curacao,,afkspin.com,ᐈ AFKspin,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,baxterbet.com,ᐈ Baxterbet,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,boomsino.com,boomsino,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,boomzino.com,ᐈ Boomzino,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,casinobossy.com,ᐈ Casinobossy,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,fortuzino.com,ᐈ Fortuzino,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,glitzbets.com,ᐈ Glitzbets,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,ivybet.io,ᐈ Casino Online and Mobile,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,luckycapone.com,ᐈ Luckycapone,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,luckysheriff.com,ᐈ Luckysheriff,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,magneticslots.com,ᐈ Magneticslots,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,manekispin.com,ᐈ Manekispin,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,needforslots.com,ᐈ Needforslots,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,ringospin.com,ᐈ Ringospin,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,rodeoslot.com,ᐈ Rodeoslot,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,royalstiger.com,ᐈ Royalstiger,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,slotrize.com,ᐈ Slotrize,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,slotsdj.com,ᐈ Slotsdj,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,spinania.com,ᐈ Spinania,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,spinsahara.com,ᐈ Spinsahara,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,tesorcasino.com,ᐈ Tesorcasino,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,tonyspins.com,ᐈ Tonyspins,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,winbeatz.com,ᐈ Winbeatz,,,Neroblanko Tech N.V.,OGL/2024/790/0272,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,justcasino.io,justcasino,,,Just Entertainment B.V.,OGL/2024/164/0246,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,ajaxbet.com,AJAXBET,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,betlist.com,Betlist Giriş,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,dellabet.com,Dellabet,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,etabet.com,Etabet,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,galaxybetting.com,galaxybetting,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,herabet.com,Herabet Güncel Giriş,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,holeybet.com,holeybet,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,hullbet.com,Hullbet,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,locabet.com,locabet,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,meritpremium.com,Merit Premium,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,portobet.com,Portobet,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,slotella.com,Slotella,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,slotrun.com,Slotrun,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,slotspor.com,Slotspor Giriş,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,suprabahis.com,Supra Bahis Giriş,,,Red Lane B.V.,OGL/2024/1065/0847,active,"December 4, 2025",licence-matched,,not contacted,
curacao,,vimobet.com,vimobet,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,africanobet.com,New Generation Betting Site,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,arabbet24.com,Arabbet24,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,enebet.com,Enebet,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,icombet.com,Betting website,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,ivobet.com,ivobet,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,lavabet.com,Lavabet,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,menabet.com,menabet,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,newbet216.com,Betting website,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,nicewinz.com,NiceWin,,,Glory Multimedia B.V.,OGL/2024/1600/0861,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
