domain,brand,tier,programme,prog_url,prog_email,prog_telegram,prog_software,prog_licence,our_email,our_operator,our_licence
jonbet.io,Jonbet,exact,Jonbet Affiliates,https://affcatalog.com/en/aff-program/jonbet-affiliates/,affiliates@jonbet.io,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Ascend Entertainment N.V.,OGL/2024/1467/0728
joocasino.live,Joo Casino,exact,N1 Partners,https://affcatalog.com/en/aff-program/n1-partners/,affiliates@n1.partners,https://telegram.me/n1partnersinsider,Affilka,"Curacao, Kahnawake, Malta (MGA)",,,
jozz.com,Jozz,exact,Gambling Craft,https://affcatalog.com/en/aff-program/gambling-craft/,support@gamblingcraft.com,https://telegram.me/Gambling_craft_news,,Curacao,,Globonet B.V.,OGL/2024/367/0690
jugabet.com.ec,JugaBet,exact,Growe Partners,https://affcatalog.com/en/aff-program/growe-partners/,support@growe.partners,https://telegram.me/growepartners,,,,Gladia N.V.,OGL/2024/378/0652
justcasino.io,JustCasino,exact,Fortunate Partners,https://affcatalog.com/en/aff-program/fortunate-partners/,info@fortunate.partners,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Just Entertainment B.V.,OGL/2024/164/0246
jvspin.com,JvSpin,exact,JVSpin Partners,https://affcatalog.com/en/aff-program/jvspin-partners/,partners@jvspinbet.com,https://telegram.me/JVSPINBET_PARTNERS,In-house,Curacao,,Orakum N.V.,OGL/2024/586/0786
kaahaus.com,Kaahaus,exact,Fruity Partners,https://affcatalog.com/en/aff-program/fruity-partners/,contact@fruitypartners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Fruity Entertainment N.V.,OGL/2024/1487/0729
kikobet.com,Kikobet,exact,Stake Partners,https://affcatalog.com/en/aff-program/stake-partners/,affiliates@stakepartners.com,https://t.me/affcatalog?product=spsidebartop,,Curacao,,Media Entertainment N.V.,OGL/2024/1110/0512
kilobet.com,Kilobet,exact,KiloBet Affiliates,https://affcatalog.com/en/aff-program/kilobet-afiliates/,connect@pushaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,SG International N.V.,OGL/2024/379/0174
kirgo.io,Kirgo,exact,Kirgo Partners,https://affcatalog.com/en/aff-program/kirgo-partners/,affiliates@kirgo.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Raining Games N.V.,OGL/2024/2252/1179
kraken.casino,Kraken,exact,Krollbit Partners,https://affcatalog.com/en/aff-program/krollbit-partners/,support@krollbit.partners,https://telegram.me/krollbit_patrners,,Curacao,,SUVYD B.V.,OGL/2024/846/0501
kush.casino,KUSH,exact,NOVA PARTNERS,https://affcatalog.com/en/aff-program/nova-partners/,,https://t.me/affcatalog?product=spsidebartop,In-house,Anjouan,support@kush.casino,3-102-937610 SRL,ALSI-202510054-FI2
latribet.ec,Latribet,exact,Latamaffliate,https://affcatalog.com/en/aff-program/latamaffliate/,afiliados@latribet.ec,https://t.me/affcatalog?product=spsidebartop,,Curacao,,Media Entertainment N.V.,OGL/2024/1110/0512
lemon.casino,Lemon,exact,Lemon Partners,https://affcatalog.com/en/aff-program/lemon-partners/,affiliates@lemon.partners,https://t.me/affcatalog?product=spsidebartop,MAP,Curacao,,,
leon.net,Leon,exact,R2D Partners,https://affcatalog.com/en/aff-program/r2d-partners/,affiliates@r2d.partners,https://telegram.me/r2d_partners,Quintessence,"Curacao, Kahnawake",,Moonlite N.V.,OGL/2024/356/0288
letou.com,Letou,exact,Letou Affiliates,https://affcatalog.com/en/aff-program/letou-affiliates/,letouaffiliate@gmail.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,cs@letou.com,RegalTech Solutions Limitada,ALSI-202602046-FI2
letsgocasino.com,Let's Go Casino,exact,Letsgo Affiliate Partners,https://affcatalog.com/en/aff-program/letsgo-affiliate-partners/,partners@letsgocasino.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Progress Path Co N.V.,OGL/2024/1113/0517
letslucky.casino,LetsLucky,exact,Fortunate Partners,https://affcatalog.com/en/aff-program/fortunate-partners/,info@fortunate.partners,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
limewin.online,Limewin,exact,Playamo Partners,https://affcatalog.com/en/aff-program/playamopartners/,affiliates@playamopartners.com,https://telegram.me/playamo_partners_official,NetRefer,"Curacao, Malta (MGA)",,,
linebet.com,Linebet,exact,Linebet Partners,https://affcatalog.com/en/aff-program/linebet-partners/,b2b@linebet.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Aspro N.V.,OGL/2024/565/0553
liraspin.com,Lira Spin,exact,ChinChin Partners,https://affcatalog.com/en/aff-program/chinchin-partners/,affiliates@chinchinpartners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Costa Rica,,Terdersoft B.V.,OGL/2024/1126/0521
livecasinohouse.shop,Live Casino House,exact,Income88 Affiliates,https://affcatalog.com/en/aff-program/income88-affiliates/,info@income88.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,,
livegames.io,LiveGames,exact,LiveGames,https://affcatalog.com/en/aff-program/livegames/,partners@live-partners.org,https://t.me/affcatalog?product=spsidebartop,,,,Livetech Software Solutions N.V.,OGL/2024/845/0407
lotteryworld.com,LotteryWorld,exact,Lottomatrix Affiliates,https://affcatalog.com/en/aff-program/lottomatrix-affiliates/,,https://t.me/affcatalog?product=spsidebartop,Post Affiliate Pro,"Irish Revenue Commissioners, Malta (MGA), Spelinspektionen (SGA), United Kingdom (UKGC)",,Go East B.V.,OGL/2024/1044/0452
luckland.com,Luckland,exact,Affilistars,https://affcatalog.com/en/aff-program/affilistars/,support@affilistars.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA)",,,
lucky7even.org,Lucky7even,exact,Rooster Partners,https://affcatalog.com/en/aff-program/rooster-partners/,contact@roosterpartners.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
luckybear.live,LuckyBear,exact,LuckyBear Partners,https://affcatalog.com/en/aff-program/luckybear-partners/,cooperation@luckybear.partners,https://telegram.me/MedvedPartners,In-house,Curacao,,Bridge Technologies B.V.,OGL/2024/431/0231
luckycapone.com,LuckyCapone,exact,Velvet Partners,https://affcatalog.com/en/aff-program/velvet-partners/,affiliates@velvet.partners,https://t.me/affcatalog?product=spsidebartop,Cellxpert,"Anjouan, Curacao",,Neroblanko Tech N.V.,OGL/2024/790/0272
luckydreams.io,LuckyDreams,exact,Fortunate Partners,https://affcatalog.com/en/aff-program/fortunate-partners/,info@fortunate.partners,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
luckyones.online,Lucky Ones,exact,Fortunate Partners,https://affcatalog.com/en/aff-program/fortunate-partners/,info@fortunate.partners,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
lukkly.com,Lukkly,exact,Lukkly Partners,https://affcatalog.com/en/aff-program/lukkly-partners/,affilate@lukkly.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Nexluck Ltd,ALSI-202512012-FI1
mad.casino,Mad,exact,Luck Partners,https://affcatalog.com/en/aff-program/luck-partners/,,https://t.me/affcatalog?product=spsidebartop,ReferOn,"Curacao, Tobique (TGC)",,3-102-938906 SRL,ALSI-202510009-FI1
magneticslots.com,Magneticslots,exact,CoolAffs,https://affcatalog.com/en/aff-program/coolaffs/,affiliates@coolaff.com,https://telegram.me/coolaffs,Cellxpert,"Anjouan, Curacao",,Neroblanko Tech N.V.,OGL/2024/790/0272
majesticslotsclub.net,Majesticslots Club,exact,Riviera Rewards,https://affcatalog.com/en/aff-program/riviera-rewards/,admin@rivierarewards.com,https://t.me/affcatalog?product=spsidebartop,,No license,,Galactic Investments B.V.,OGL/2024/1323/0734
manekispin.com,Manekispin,exact,Hustle Partners,https://affcatalog.com/en/aff-program/hustle-partners/,affiliates@hustle-partners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Neroblanko Tech N.V.,OGL/2024/790/0272
melbet.org:443,MelBet,exact,Melbet Partners,https://affcatalog.com/en/aff-program/melbet-partners/,support@melbetaffiliates.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,,
miki.com,Miki,exact,VL Partners,https://affcatalog.com/en/aff-program/vl-partners/,affiliates@vlpartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA)",,Novi B.V.,OGL/2024/1288/0542
mondcasino.com,MondCasino,exact,Memato Group,https://affcatalog.com/en/aff-program/memato-group/,partners@mematogroup.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,MOONSEEKER SRL,ALSI-202509006-FI1
mostbet.com,MostBet,exact,MostBet Partners,https://affcatalog.com/en/aff-program/mostbet-partners/,help@mostbet.partners,https://telegram.me/mostbetpartners,In-house,Curacao,,Bizbon N.V.,OGL/2024/597/0249
mrcat.com,Mr Cat,exact,Mr Cat Affiliates,https://affcatalog.com/en/aff-program/mr-cat-affiliates/,affiliates@mrcat.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,RegalTech Solutions Limitada,ALSI-202602046-FI2
mrxbet.bet,MrXBet,exact,MyAff Partners,https://affcatalog.com/en/aff-program/myaff-partners/,,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,TGI Entertainment N.V.,OGL/2024/428/0397
n1bet.live,N1Bet,exact,N1 Partners,https://affcatalog.com/en/aff-program/n1-partners/,affiliates@n1.partners,https://telegram.me/n1partnersinsider,Affilka,"Curacao, Kahnawake, Malta (MGA)",,,
nationalcasino.com,National Casino,exact,Playamo Partners,https://affcatalog.com/en/aff-program/playamopartners/,affiliates@playamopartners.com,https://telegram.me/playamo_partners_official,NetRefer,"Curacao, Malta (MGA)",,TechSolutions Group B.V.,OGL/2024/590/0758
nationalcasino.dev,National Casino,exact,Playamo Partners,https://affcatalog.com/en/aff-program/playamopartners/,affiliates@playamopartners.com,https://telegram.me/playamo_partners_official,NetRefer,"Curacao, Malta (MGA)",,Innovex B.V.,OGL/2024/1769/1016
needforslots.com,NeedForSlots,exact,Padrino Partners,https://affcatalog.com/en/aff-program/padrino-partners/,affiliates@padrinopartners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Neroblanko Tech N.V.,OGL/2024/790/0272
nextbet.com,Nextbet,exact,Nextbet Affiliates,https://affcatalog.com/en/aff-program/nextbet-affiliates/,affiliates@nextbet.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,Osmila N.V.,OGL/2024/1276/0583
norsewin.com,NorseWin,exact,Casiworx Partners,https://affcatalog.com/en/aff-program/casiworx-partners/,affiliates@casiworx.partners,https://t.me/affcatalog?product=spsidebartop,Affise,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
offers.dolfwin.com,Dolfwin,exact,Dolfwin Partners,https://affcatalog.com/en/aff-program/dolfwin-partners/,affiliates@dolfwin.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,,
offers.vegasland.com,Vegasland,exact,MrPlay Partners,https://affcatalog.com/en/aff-program/mrplay-partners/,support@mrplaypartners.com,https://t.me/affcatalog?product=spsidebartop,Mexos,"Irish Revenue Commissioners, Malta (MGA), United Kingdom (UKGC)",,,
optimbet.com,Optimbet,exact,Stake Partners,https://affcatalog.com/en/aff-program/stake-partners/,affiliates@stakepartners.com,https://t.me/affcatalog?product=spsidebartop,,Curacao,,Media Entertainment N.V.,OGL/2024/1110/0512
parimatch.page,PariMatch,exact,Affter,https://affcatalog.com/en/aff-program/affter/,support@affter.com,https://t.me/affcatalog?product=spsidebartop,In-house,,,,
paripesa.com,PariPesa,exact,Paripesa Partners,https://affcatalog.com/en/aff-program/paripesa-partners/,partners@paripesapartners.org,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Optim Development B.V.,OGL/2024/225/0601
paripulse.com,Pari Pulse,exact,PariPulse Partners,https://affcatalog.com/en/aff-program/paripulse-partners/,affsupport@paripulsepartners.com,https://telegram.me/paripulse_partners,In-house,Curacao,,Seventoria B.V.,OGL/2024/301/0477
placebet.partners,Placebet,exact,Club Affiliates,https://affcatalog.com/en/aff-program/club-affiliates/,partners@clubaffiliates.com,https://t.me/affcatalog?product=spsidebartop,ReferOn,Curacao,,3-102-959375 SRL,ALSI-202604017-FI1
play.casinosecret.net,CasinoSecret,exact,CasinoSecret Affiliates,https://affcatalog.com/en/aff-program/casinosecret-affiliates/,affiliates@casinosecretgroup.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,Breckenridge Curaçao B.V.,OGL/2024/175/0182
play.onlinecasinogames.com,OnlineCasinoGames,exact,SureBet Partners,https://affcatalog.com/en/aff-program/surebet-partners/,affiliates@surebetpartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Costa Rica,,,
play.verajohn.net,Vera&John,exact,VJ Group Affiliation,https://affcatalog.com/en/aff-program/vj-group-affiliation/,info@vjgroupaffiliation.com,https://t.me/affcatalog?product=spsidebartop,In-house,"Anjouan, Curacao, Malta (MGA)",,Breckenridge Curaçao B.V.,OGL/2024/175/0182
play.yuugado.net,Yuugado,exact,VJ Group Affiliation,https://affcatalog.com/en/aff-program/vj-group-affiliation/,info@vjgroupaffiliation.com,https://t.me/affcatalog?product=spsidebartop,In-house,"Anjouan, Curacao, Malta (MGA)",,Breckenridge Curaçao B.V.,OGL/2024/175/0182
playbet.io,Playbet,exact,Playbet Partners,https://affcatalog.com/en/aff-program/playbet-partners/,affiliates@playbet.io,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,info@playbet.io,Aurevia Digital Ventures Ltd,ALSI-202510058-FI2
playfortuna.com,Play Fortuna,exact,Gambling Craft,https://affcatalog.com/en/aff-program/gambling-craft/,support@gamblingcraft.com,https://telegram.me/Gambling_craft_news,,Curacao,,Globonet B.V.,OGL/2024/367/0690
playjonny.com,Playjonny,exact,Sparta Affiliates,https://affcatalog.com/en/aff-program/sparta-affiliates/,affiliates@spartaaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Terdersoft B.V.,OGL/2024/1126/0521
playsala.com,PlaySala,exact,PlaySala Affiliates,https://affcatalog.com/en/aff-program/playsala-affiliates/,,https://t.me/affcatalog?product=spsidebartop,Affigates,Curacao,,Betsala B.V.,OGL/2024/1506/0854
plazaplay.com,PlazaPlay,exact,NetoPartners,https://affcatalog.com/en/aff-program/netopartners/,contact@netopartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA), Spain (DGOJ), United Kingdom (UKGC)",,Sort Services B.V.,OGL/2024/1305/0545
pribet.club,Pribet,exact,Z Partners,https://affcatalog.com/en/aff-program/z-partners/,support@zpartners.com,https://t.me/affcatalog?product=spsidebartop,Mexos,Curacao,,,
promo.vegazcasino.com,Vegaz Casino,exact,Vegaz Casino Affiliates,https://affcatalog.com/en/aff-program/vegaz-casino-affiliates/,marketing@vegazcasino.com,https://t.me/affcatalog?product=spsidebartop,Post Affiliate Pro,Curacao,,,
raketti.com,Raketti,exact,Rhino Affiliates,https://affcatalog.com/en/aff-program/rhino-affiliates/,affiliates@rhinoaffiliates.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,White Star B.V.,OGL/2023/159/0076
ramenbet.com,RamenBet,exact,PoshFriends,https://affcatalog.com/en/aff-program/poshfriends/,support@poshfriends.com,https://telegram.me/poshfriends,In-house,Curacao,,Pomadorro N.V.,OGL/2024/863/0412
realspin.club,RealSpin,exact,RealSpin Partners,https://affcatalog.com/en/aff-program/realspin-partners/,affiliates@realspinpartners.com,https://t.me/affcatalog?product=spsidebartop,Mexos,Anjouan,,,
respin.bet,ReSpin,exact,Sisu Partners,https://affcatalog.com/en/aff-program/sisu-partners/,partners@sisugroup.com,https://telegram.me/SisuPartners,Cellxpert,Curacao,,,
retrobet.co,Retro Bet,exact,N1 Partners,https://affcatalog.com/en/aff-program/n1-partners/,affiliates@n1.partners,https://telegram.me/n1partnersinsider,Affilka,"Curacao, Kahnawake, Malta (MGA)",,,
rioplay.com,Rioplay,exact,RioPlay Affiliates,https://affcatalog.com/en/aff-program/rioplay-affiliates/,partners@baltent.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Bamla Limited N.V.,OGL/2024/1258/0552
rocket.run,Rocket,exact,Newgen Affiliates,https://affcatalog.com/en/aff-program/newgen-affiliates/,partners@newgenaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,Ninetynine N.V.,OGL/2023/166/0071
rocketspin.live,Rocket Spin,exact,Rooster Partners,https://affcatalog.com/en/aff-program/rooster-partners/,contact@roosterpartners.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
rockstarwin.com,RockstarWin,exact,Casiworx Partners,https://affcatalog.com/en/aff-program/casiworx-partners/,affiliates@casiworx.partners,https://t.me/affcatalog?product=spsidebartop,Affise,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
rockyspin.com,RockySpin,exact,Hustle Partners,https://affcatalog.com/en/aff-program/hustle-partners/,affiliates@hustle-partners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Terdersoft B.V.,OGL/2024/1126/0521
rodeoslot.com,Rodeoslot,exact,Shogun Affiliates,https://affcatalog.com/en/aff-program/shogun-affiliates/,affiliates@shogunaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Neroblanko Tech N.V.,OGL/2024/790/0272
rojabet.cl,Rojabet,exact,Latamaffliate,https://affcatalog.com/en/aff-program/latamaffliate/,afiliados@latribet.ec,https://t.me/affcatalog?product=spsidebartop,,Curacao,,Media Entertainment N.V.,OGL/2024/1110/0512
rollchain.io,Rollchain,exact,Rollchain Partners,https://affcatalog.com/en/aff-program/rollchain-partners/,affiliate@rollchain.io,https://t.me/affcatalog?product=spsidebartop,Scaleo,Anjouan,,,
rolldorado.com,Rolldorado,exact,AffGems,https://affcatalog.com/en/aff-program/affgems/,affiliates@affgems.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Terdersoft B.V.,OGL/2024/1126/0521
rollxo.co,RollXO,exact,N1 Partners,https://affcatalog.com/en/aff-program/n1-partners/,affiliates@n1.partners,https://telegram.me/n1partnersinsider,Affilka,"Curacao, Kahnawake, Malta (MGA)",,,
rooster-bet.win,Rooster.Bet,exact,Rooster Partners,https://affcatalog.com/en/aff-program/rooster-partners/,contact@roosterpartners.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
roulettino.com,Roulettino,exact,Legion Affs,https://affcatalog.com/en/aff-program/legion-affs/,support@legionaffs.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,"Curacao, Malta (MGA), United Kingdom (UKGC)",,Terdersoft B.V.,OGL/2024/1126/0521
royalstiger.com,Royalstiger,exact,Riventa Partners,https://affcatalog.com/en/aff-program/riventa-partners/,help@riventapartners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,,,Neroblanko Tech N.V.,OGL/2024/790/0272
safecasino.com,Safecasino,exact,22Bet Partners,https://affcatalog.com/en/aff-program/22bet-partners/,support@22betpartners.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Anjouan, Curacao",,Techwave B.V.,OGL/2024/1653/0930
sapphirebet.com:443,SapphireBet,exact,Sapphirebet Partners,https://affcatalog.com/en/aff-program/sapphirebet-partners/,partner@sapphirebet.com,https://telegram.me/sapphirebetaff,In-house,No license,,,
savaspin.com,SavaSpin,exact,ToTheMoonAffs,https://affcatalog.com/en/aff-program/tothemoonaffs/,affiliates@tothemoonaffs.com,https://telegram.me/ToTheMoonAffs,Cellxpert,,,Terdersoft B.V.,OGL/2024/1126/0521
scratchmania.com,ScratchMania,exact,NetoPartners,https://affcatalog.com/en/aff-program/netopartners/,contact@netopartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA), Spain (DGOJ), United Kingdom (UKGC)",,Twino Trading N.V.,OGL/2024/882/0440
shangrila.com,Shangri La,exact,Shangri La Affiliates,https://affcatalog.com/en/aff-program/shangri-la-affiliates/,support@shangrilalive.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,InterStorm (Curaçao) N.V,OGL/2024/106/0170
shuffle.com,Shuffle,exact,Shuffle Affiliates,https://affcatalog.com/en/aff-program/shuffle-affiliates/,partnerships@shuffle.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Natural Nine B.V.,OGL/2024/1337/0628
simsinos.com,Simsinos,exact,Simsino Partners,https://affcatalog.com/en/aff-program/simsino-partners/,affiliates@simsinos.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Kahnawake,,,
simsinos.io,Simsinos,exact,Simsino Partners,https://affcatalog.com/en/aff-program/simsino-partners/,affiliates@simsinos.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Kahnawake,,HNA Gaming B.V.,OGL/2024/1191/0663
slotastic.ag,Slotastic,exact,Affiliate Capital,https://affcatalog.com/en/aff-program/affiliate-capital/,support@affiliatecapital.com,https://t.me/affcatalog?product=spsidebartop,In-house,No license,,,
slotella.com,Slotella,exact,Slotella,https://affcatalog.com/en/aff-program/slotella/,affiliate@slotella.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Red Lane B.V.,OGL/2024/1065/0847
slotlounge.live,Slot Lounge,exact,N1 Partners,https://affcatalog.com/en/aff-program/n1-partners/,affiliates@n1.partners,https://telegram.me/n1partnersinsider,Affilka,"Curacao, Kahnawake, Malta (MGA)",,,
slotobit.io,SlotoBit,exact,Casiworx Partners,https://affcatalog.com/en/aff-program/casiworx-partners/,affiliates@casiworx.partners,https://t.me/affcatalog?product=spsidebartop,Affise,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
slotoro.bet,Slotoro,exact,V.Partners,https://affcatalog.com/en/aff-program/v-partners/,info@v.partners,https://telegram.me/vpartners_public,In-house,Curacao,,Wiraon B.V.,OGL/2024/686/0183
slotorush.com,SlotoRush,exact,Casiworx Partners,https://affcatalog.com/en/aff-program/casiworx-partners/,affiliates@casiworx.partners,https://t.me/affcatalog?product=spsidebartop,Affise,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
slotrize.com,SlotRize,exact,First Class Partners,https://affcatalog.com/en/aff-program/first-class-partners/,partners@firstclass.partners,https://telegram.me/firstclasspartners,,"Costa Rica, Curacao",,Neroblanko Tech N.V.,OGL/2024/790/0272
slotsgem.com,Slotsgem,exact,HELL Partners,https://affcatalog.com/en/aff-program/hell-partners/,affiliates@hellpartners.com,https://telegram.me/hellpartners0,NetRefer,Curacao,,Latcas B.V.,OGL/2024/1676/0905
slotsparadise.com,Slots Paradise,exact,RevMasters,https://affcatalog.com/en/aff-program/revmasters/,affiliate@revmasters.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Anjouan,,,
slottyway.com,Slottyway,exact,Jim Partners,https://affcatalog.com/en/aff-program/jim-partners/,support-jp@jimpartners.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Atlantic Management B.V.,OGL/2024/1060/0472
slotystake.com,SlotyStake,exact,Casiworx Partners,https://affcatalog.com/en/aff-program/casiworx-partners/,affiliates@casiworx.partners,https://t.me/affcatalog?product=spsidebartop,Affise,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
spacefortuna.com,Space Fortuna,exact,Peak Gamble Affiliates,https://affcatalog.com/en/aff-program/peak-gamble-affiliates/,financial@peakgamble.com,https://t.me/affcatalog?product=spsidebartop,"MyAffiliates, ReferOn","Anjouan, Curacao, Kahnawake",,Inovaplay B.V.,OGL/2024/221/0534
spassino.com,Spassino,exact,Spass Partners,https://affcatalog.com/en/aff-program/spass-partners/,,https://t.me/affcatalog?product=spsidebartop,,Curacao,,Total Unlimited Marketing Ltd,ALSI-202509001-FI1
spinado.com,Spinado,exact,Jim Partners,https://affcatalog.com/en/aff-program/jim-partners/,support-jp@jimpartners.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Double Entertainment N.V.,OGL/2024/1650/0921
spinamba.com,Spinamba,exact,Jim Partners,https://affcatalog.com/en/aff-program/jim-partners/,support-jp@jimpartners.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Atlantic Management B.V.,OGL/2024/1060/0472
spinania.com,Spinania,exact,FTD Gallery Affiliates,https://affcatalog.com/en/aff-program/ftd-gallery-affiliates/,affiliates@ftdgallery.com,https://telegram.me/+jaNddJ1Zf04yZjQy,Cellxpert,Curacao,,Neroblanko Tech N.V.,OGL/2024/790/0272
spinbit.com,SpinBit,exact,Essential Partners,https://affcatalog.com/en/aff-program/essential-partners/,,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,,
spinfever.live,SpinFever,exact,DeepLogic Partners,https://affcatalog.com/en/aff-program/deeplogic-partners/,affiliates@deeplogic.partners,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
spingreen.casino,SpinGreen,exact,GameGrow Partners,https://affcatalog.com/en/aff-program/gamegrow-partners/,affiliate@gamegrow.partners,https://telegram.me/gamegrow_partners,,Curacao,,3-102-950476 LIMITADA,ALSI-202602013-FI1
spinjo.live,Spinjo,exact,Rooster Partners,https://affcatalog.com/en/aff-program/rooster-partners/,contact@roosterpartners.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
spinmacho.com,Spinmacho,exact,ToTheMoonAffs,https://affcatalog.com/en/aff-program/tothemoonaffs/,affiliates@tothemoonaffs.com,https://telegram.me/ToTheMoonAffs,Cellxpert,,,Terdersoft B.V.,OGL/2024/1126/0521
spinnaus.com,Spinnaus,exact,Fruity Partners,https://affcatalog.com/en/aff-program/fruity-partners/,contact@fruitypartners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Fruity Entertainment N.V.,OGL/2024/1487/0729
spinni.com,Spinni,exact,Casimba Affiliates,https://affcatalog.com/en/aff-program/casimba-affiliates/,info@casimba-affiliates.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Gibraltar, Isle of Man, Malta (MGA), United Kingdom (UKGC)",,Play Smart ENT B.V.,OGL/2024/649/0442
spinogambino.com,SpinoGambino,exact,FTD Gallery Affiliates,https://affcatalog.com/en/aff-program/ftd-gallery-affiliates/,affiliates@ftdgallery.com,https://telegram.me/+jaNddJ1Zf04yZjQy,Cellxpert,Curacao,,Terdersoft B.V.,OGL/2024/1126/0521
spinsahara.com,SpinSahara,exact,ChinChin Partners,https://affcatalog.com/en/aff-program/chinchin-partners/,affiliates@chinchinpartners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Costa Rica,,Neroblanko Tech N.V.,OGL/2024/790/0272
spinsup.live,SpinsUP,exact,Rooster Partners,https://affcatalog.com/en/aff-program/rooster-partners/,contact@roosterpartners.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
stakebro.com,StakeBro,exact,Casiworx Partners,https://affcatalog.com/en/aff-program/casiworx-partners/,affiliates@casiworx.partners,https://t.me/affcatalog?product=spsidebartop,Affise,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
stakemania.com,Stakemania,exact,Casiworx Partners,https://affcatalog.com/en/aff-program/casiworx-partners/,affiliates@casiworx.partners,https://t.me/affcatalog?product=spsidebartop,Affise,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
starzbet.com,Starzbet,exact,Starzbet Partners,https://affcatalog.com/en/aff-program/starzbet-partners/,winwith@starzbetpartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,winwith@infernopartners.com,Obsidian Titan Limited,ALSI-202602052-FI2
