source,tier,domain,brand,email,email_source,operator,licence,licence_status,expiry,confidence,flag,status,contacted_on,recheck_verdict,recheck_live,recheck_http,recheck_title,recheck_reason,recheck_date
anjouan,B,moon.com,Moon,,,Moon International Ltd,ALSI-202601063-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"Moon.com: Betting Markets - Wager on Finance, Crypto & more",,2026-08-14
anjouan,B,roketbahis.com,Oyun Zamanı,support@roketbahis.com,site-contact-page,Laulani Investment Ltd,ALSI-202601057-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Oyun Zamanı!,,2026-08-14
anjouan,B,gameslots.com,GameSlots,,,Solid X Ltd,ALSI-202602002-FI1,,2027-01-31,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,GameSlots,,2026-08-14
anjouan,B,betoriz.com,Betoriz lic,,,Kingslayer Entertainment Ltd,ALSI-202602006-FI1,,2027-02-05,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Betoriz lic,,2026-08-14
anjouan,B,nolimit.com,Nolimit,affiliates@herogaming.com,affcatalog:Hero Partners,Fuego Mediatech Ltd,ALSI-202602003-FI1,,2027-02-05,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"Nolimit Casino – Slots, Live Games and Sports Betting",,2026-08-14
anjouan,B,pokerjoker.com,Pokerjoker,,,PJK Trading Ltd,ALSI-202602001-FI1,,2027-02-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Online Poker & Casino Thailand – Play with THB & Real Cash | PokerJoker,,2026-08-14
anjouan,B,sportifpro.com,SportifPro,info@sportifpro.com,site-contact-page,Ameriserv LLC,ALSI-202602034-FI2,,2027-02-27,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,SportifPro | Apuestas Deportivas y Casino Online en Chile,,2026-08-14
anjouan,B,craze.casino,Craze,,,Gridline Limited,ALSI-202602036-FI2,,2027-02-27,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Craze Casino,,2026-08-14
anjouan,B,slotzula.com,Slotzula,,,Rambo Corp Limited,ALSI-202603015-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Slotzula,,2026-08-14
anjouan,B,pokerclubhub.com,Play & Host Online Poker Clubs,,,3-102-953867 SRL,ALSI-202604005-FI1,,2027-04-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Play & Host Online Poker Clubs | PokerClubHub – Licensed & Secure,,2026-08-14
anjouan,B,10x.win,Home 10xwin,support@10x.win,site-contact-page,Vantage Crest Ltd,ALSI-202603058-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Home / 10xwin,,2026-08-14
anjouan,B,mybc.game,MYBC,,,AceQueen Limited,ALSI-202604006-FI1,,2027-04-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"MYBC Casino — Crypto Casino & Sportsbook | Bitcoin, ETH, USDT",,2026-08-14
anjouan,B,hellocasino.io,HelloCasino,support@superflypartners.net,affcatalog:Superfly Partners,3-102-940372 SRL,ALSI-202604020-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"HelloCasino – Online Casino, Crypto Slots & Live Games 2025",,2026-08-14
anjouan,B,kranz.top,Kranz Top,,,3-102-952153 SRL,ALSI-202604024-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Kranz Top – Best casino in the World!,,2026-08-14
anjouan,B,reeljoy.com,Reeljoy,,,3-102-952820 SRL,ALSI-202604026-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,blocked,no,403,,HTTP 403,2026-08-14
anjouan,B,legenddrop.com,LegendDrop,,,Legenddrop Ltd,ALSI-202604012-FI1,,2027-04-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,LegendDrop - Premium Mystery Boxes & Case Battles | Win Legendary Items,,2026-08-14
anjouan,B,ganare.com,Ganare,partners@ganare.com,site-contact-page,Born Champion Entertainment Ltd,ALSI-202604031-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Ganare,,2026-08-14
anjouan,B,interwin.com,Interwin,,,3-102-959230 SRL,ALSI-202604030-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Interwin | Trusted Online Casino Malaysia - Mega888 Slot Partner,,2026-08-14
anjouan,B,playandpredict.io,Play and Predict,,,Blackmere Ltd,ALSI-202605032-FI1,,2027-05-10,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Play and Predict — Licensed casino and sportsbook inside Binance,,2026-08-14
anjouan,B,star.gg,STAR.GG,,,Skyborn Limited,ALSI-202605021-FI1,,2027-05-14,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,STAR.GG,,2026-08-14
anjouan,B,hype247.bet,Hype247,,,One Crane Studio Ltd,ALSI-202604043-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Hype247 | Online Casino,,2026-08-14
anjouan,C,betewin.com,Betewin Adresi,,,Obsidian Titan Limited,ALSI-202602052-FI2,,2027-02-27,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Betewin Güncel Giriş Adresi 2025 | Yeni Betewin Linki ve Resmi Site,,2026-08-14
anjouan,C,jasino.com,Jasino,,,Obsidian Titan Limited,ALSI-202602052-FI2,,2027-02-27,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Jasino,,2026-08-14
anjouan,C,olabahis.com,Olabahis,,,Fortuna Digital Solutions FDS Limitada,ALSI-202509068-FI2,,2026-09-29,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Olabahis - Bahsin OLA'y yerine hoş geldiniz: Olabahis giriş,,2026-08-14
anjouan,C,bahis.com,Bahis,,,Galactic Infinity Ltd,ALSI-202511048-FI2,,2026-11-29,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Bahis.com,,2026-08-14
anjouan,C,sahabet.com,Sahabet,,,Galactic Infinity Ltd,ALSI-202511048-FI2,,2026-11-29,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Sahabet | Sahabet Giriş & Güncel Adres ile Güvenli Bahis,,2026-08-14
anjouan,C,partybet.app,Partybet,,,On Read SRL,ALSI-202508060-FI2,,2026-08-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Partybet,,2026-08-14
anjouan,C,winpeso.asia,Winpeso,,,U2IS Limited,ALSI-202601056-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,,,2026-08-14
anjouan,C,mn-bizbet.io,BizBet Mongolia,,,Gameway Global LLC,ALSI-202511025-FI2,,2026-11-29,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,BizBet Mongolia — Sports Betting & Casino Online | Bet in MNT,,2026-08-14
anjouan,C,kuzeycasino.com,nginx,,,Mistletoe Ltd,ALSI-202508061-FI2,,2026-08-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Welcome to nginx!,,2026-08-14
anjouan,C,betixir.com,Betixir,,,Maltech Ltd,ALSI-202603007-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Betixir: Turkey's Most Reliable Betting and Casino Site,,2026-08-14
anjouan,C,capitolbet.com,Capitolbet,,,Maltech Ltd,ALSI-202603007-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Capitolbet: Turkey's Most Reliable Betting and Casino Site,,2026-08-14
anjouan,C,taksimbet.com,Taksimbet,,,Maltech Ltd,ALSI-202603007-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Taksimbet: Turkey's Most Reliable Betting and Casino Site,,2026-08-14
anjouan,C,skybook.ag,Skybook,,,International Radical Investment Ltd,ALSI-202509042-FI1,,2027-09-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"Skybook Sportsbook, Sports Betting, Racebook, Online Casino, Live Casino",,2026-08-14
anjouan,C,haydicasino.com,Haydicasino Adresi Güncellendi,,,Nowplatform Ltd.,ALSI-202509021-Fll,,2026-09-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Haydicasino Giriş Adresi Güncellendi: Haydicasino319,,2026-08-14
anjouan,C,bahizz.com,Bahizz,,,High Gaming IT Services Limited,ALSI-202603023-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,,gone,no,200,,near-empty response,2026-08-14
anjouan,C,tibiadice.com,Tibia Dice,,,QuestJack Ltd,ALSI-202508055-FI2,,2026-08-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Tibia Dice,,2026-08-14
anjouan,C,elipsbet.com,ElipsBet,,,Evoluxia Limitada,ALSI-202510013-FI1,,2026-10-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"ElipsBet- Spor Bahisleri, Slot & Canlı Casino - Lisanslı Bahis Sitesi",,2026-08-14
anjouan,C,ebete.com,Ebete,,,Pacific Odds SRL,ALSI-202510032-FI1,,2026-10-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,,HTTP 525,2026-08-14
anjouan,C,ssplaywin.club,SSExchange,,,3-102-942786 SRL,ALSI-202512001-FI1,,2026-11-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,SSExchange – Best Reliable Sports Betting Exchange Site 2025,,2026-08-14
anjouan,C,ssexch.io,SSExchange,,,3-102-942786 SRL,ALSI-202512001-FI1,,2026-11-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,SSExchange – Best Reliable Sports Betting Exchange Site 2025,,2026-08-14
anjouan,C,satfair.in,Sportsexch,,,3-102-942786 SRL,ALSI-202512001-FI1,,2026-11-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Satfair | Best Casino Online | Horse Racing,,2026-08-14
anjouan,C,kavbet.com,Kavbet,,,3-102-949697 SRL,ALSI-202602021-FI1,,2027-02-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Kavbet,,2026-08-14
anjouan,C,mavibet.com,Mavibet,,,3-102-949697 SRL,ALSI-202602021-FI1,,2027-02-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Mavibet,,2026-08-14
anjouan,C,nakitbahis.com,Nakitbahis,,,3-102-949697 SRL,ALSI-202602021-FI1,,2027-02-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Nakitbahis: Resmi Erişim Adresi - Nakitbahis Giriş,,2026-08-14
anjouan,C,spingreen.casino,SpinGreen,affiliate@gamegrow.partners,affcatalog:GameGrow Partners,3-102-950476 LIMITADA,ALSI-202602013-FI1,,2027-02-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,SpinGreen Casino: Online Casino with Top Slots & Bonuses,,2026-08-14
anjouan,C,ampm.casino,Ampm,affiliate@gamegrow.partners,affcatalog:GameGrow Partners,3-102-950476 LIMITADA,ALSI-202602013-FI1,,2027-02-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"The best online casino, a large selection of slots, mobile casino",,2026-08-14
anjouan,C,kheli.bet,Kheli,info@kheli.bet,site-contact-page,Ingrex Tech LTD,ALSI-202602050-FI2,,2027-02-27,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,,,2026-08-14
anjouan,C,tengri.casino,tengri,,,Ingrex Tech LTD,ALSI-202602050-FI2,,2027-02-27,licence-matched,,DRAFT ONLY — NOT SENT,,gone,no,,,DNS does not resolve,2026-08-14
anjouan,C,hotslot.com,Hotslot Site,,,3-102-947593 SRL,ALSI-202603005-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Hotslot Resmi Site | Hotslot Güncel Giriş,,2026-08-14
anjouan,C,slotio.com,Slotio,,,3-102-947593 SRL,ALSI-202603005-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Slotio 🎰 Canlı Casino & Slot Oyunlarında Büyük Kazan!,,2026-08-14
anjouan,C,casshiva.com,Loading,,,3-102-952932 SRL,ALSI-202604027-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Loading...,,2026-08-14
anjouan,C,donebets.com,Loading,,,3-102-952932 SRL,ALSI-202604027-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Loading...,,2026-08-14
anjouan,C,matbet.com,Matbet,,,Vesaro Limited,ALSI-202604046-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Matbet: Resmi Giriş Adresi - Matbet Giriş,,2026-08-14
anjouan,C,elitcasino.com,Elitcasino,,,Vesaro Limited,ALSI-202604046-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,blocked,no,403,,HTTP 403,2026-08-14
anjouan,C,80bet.com,80벳,,,88gaming B.V.,ALSI-202508037-FI1,,2026-08-19,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"80벳 : 스포츠베팅, 라이브카지노, 슬롯, 라이브로또 - 80bet.com",,2026-08-14
anjouan,C,bet16.com,벳16,,,88gaming B.V.,ALSI-202508037-FI1,,2026-08-19,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"벳16: 스포츠베팅, 라이브카지노, 슬롯, 라이브로또 - Bet16",,2026-08-14
anjouan,C,acespinz.com,Hello There,,,Flashpot Ltd,ALSI-202508053-FI2,,2026-08-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Hello There!,,2026-08-14
anjouan,C,slash.bet,Hello There,support@slash.bet,site-contact-page,Flashpot Ltd,ALSI-202508053-FI2,,2026-08-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Site Closed — Slash.bet,,2026-08-14
anjouan,C,tucasino.lat,TuCasino,,,Nova Code Limitada,ALSI-202508064-FI2,,2026-08-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,TuCasino,,2026-08-14
anjouan,C,funbahis.com,Funbahis,destek@funbahis.com,site-contact-page,Total Unlimited Marketing Ltd,ALSI-202509001-FI1,,2026-09-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,,,2026-08-14
anjouan,C,huhubet.com,Huhubet,,,3-102-946540 SRL,ALSI-202511024-FI2,,2026-11-29,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"Huhubet Resmi ▷ Güncel Giriş Adresi 2025 - Canlı Spor Bahisleri, Canlı Casino ve Casino ba",,2026-08-14
anjouan,C,bufonbet.com,GANGABET Apuestas y,,,OW Internacional Ltd,ALSI-202512013-FI1,,2026-12-14,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,GANGABET Apuestas y Casino Online,,2026-08-14
anjouan,C,spin-betz.com,Spin Betz,,,Diamante Tech Ltd,ALSI-202601003-FI1,,2027-01-04,licence-matched,,DRAFT ONLY — NOT SENT,,gone,no,200,Sports Betting | Best Odds & Markets,parked / placeholder,2026-08-14
anjouan,C,theluckyspinz.com,Theluckyspinz,,,Diamante Tech Ltd,ALSI-202601003-FI1,,2027-01-04,licence-matched,,DRAFT ONLY — NOT SENT,,gone,no,200,Sports Betting | Best Odds & Markets,parked / placeholder,2026-08-14
anjouan,C,hojabet.com,Redirecting,,,Luxora Interactive Limited,ALSI-202601032-FI1,,2027-01-14,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Redirecting...,,2026-08-14
anjouan,C,quokkasino.com,Quokkasino,,,GBO ASSETS LTD,ALSI-202601061-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,,,2026-08-14
anjouan,C,time4bets.com,Time4Bets,,,AWSLO Limited,ALSI-202603024-FI1,,2027-03-02,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Betting website,,2026-08-14
anjouan,C,liqd.com,LIQD,,,LIQD LTD,ALSI-202603048-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,LIQD Crypto Casino,,2026-08-14
anjouan,C,liqd.gg,LIQD,,,LIQD LTD,ALSI-202603048-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,LIQD,,2026-08-14
anjouan,C,oktop.mx,OKTOP.MX,,,Novaspin Network Ltd,ALSI-202603051-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,OKTOP.MX,,2026-08-14
anjouan,C,bet303.com,Bet303,,,Play Fortune Entertainment Ltd,ALSI-202603053-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,سایت پیش بینی فوتبال معتبر بت ۳۰۳ Bet شرط بندی آنلاین,,2026-08-14
anjouan,C,stakevegas.com,Stake Vegas,,,PlayTrust Ltd,ALSI-202604044-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"Stake Vegas | Online Crypto Casino, Sports Betting & Instant Payouts",,2026-08-14
anjouan,C,1xbetanj.com,1xbetanj,,,PRAECUS LLC,ALSI-202508048-FI2,,2026-09-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,203,,,2026-08-14
anjouan,C,xypoker1.com,Xypoker1,,,3-102-938312 SRL,ALSI-202509050-FI1,,2026-09-11,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,,,2026-08-14
anjouan,C,flush.com,Flush Crypto,,,Fordegens Limitada,ALSI-202509008-FI1,,2026-09-02,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"Flush Crypto Casino | Sportsbook, Live Casino & Instant Withdrawals",,2026-08-14
anjouan,C,goldenclovercasino.com,Golden Clover,,,PC Play365 Ltd,ALSI-202509016-FI1,,2026-09-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,"Golden Clover Casino - Slots, Live Casino & Fast Payouts",,2026-08-14
anjouan,C,maxxcric.com,Exchange,,,Rich Able Developments Limited,ALSI-202510012-FI1,,2026-10-15,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Exchange,,2026-08-14
anjouan,C,bkmwin.com,BkmWin,,,Asoftgame Limited,ALSI-202510043-FI2,,2026-10-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,BkmWin,,2026-08-14
anjouan,C,u.game,Loading,,,Aurora Soft Ltd,ALSI-202510044-FI2,,2026-10-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Loading,,2026-08-14
anjouan,C,linebetglobal.com,Linebet,,,Savoska LLC,ALSI-202510056-FI2,,2026-10-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Linebet,,2026-08-14
anjouan,C,lasbet486.com,라스벳,,,Qos Entertainment Ltd,ALSI-202511007-FI1,,2026-11-06,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,라스벳 - 2000여가지의 배팅게임을 즐기세요! - LASBET - Lasbet,,2026-08-14
anjouan,C,rumwin.com,Rumwin,,,3-102-939534 SRL,ALSI-202511010-FI1,,2026-11-07,licence-matched,,DRAFT ONLY — NOT SENT,,gone,no,404,,HTTP 404,2026-08-14
anjouan,C,angelspin.com,Angelspin,support@angelspin.com,site-contact-page,Fruitopia Limited,ALSI-202511011-FI1,,2026-11-14,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,,,2026-08-14
anjouan,C,rooksbet.com,Rooksbet,support@rooksbet.com,site-contact-page,Prontogabriela SRL,ALSI-202511020-FI1,,2026-11-14,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,ᐈ Casino Online and Mobile,,2026-08-14
anjouan,C,flex2bet.com,porkbun.com,,,Bright Entertainment Inc,ALSI-202511026-FI2,,2026-11-18,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,porkbun.com | parked domain,,2026-08-14
anjouan,C,blockchain.poker,Blockchain Poker,,,Highcard Software SRL,ALSI-202511029-FI2,,2026-11-29,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Blockchain Poker,,2026-08-14
anjouan,C,lebull.com,Lebull,,,3-102-945060 SRL,ALSI-202512018-FI1,,2026-12-14,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Lebull,,2026-08-14
anjouan,C,ohmywin.com,Nuevo Alojamiento,,,Liberty Walk Ltd,ALSI-202601002-FI1,,2027-01-04,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Nuevo Alojamiento,,2026-08-14
anjouan,C,regal.casino,Hello There,,,Zenorix Limited,ALSI-202601037-FI1,,2027-01-21,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Hello There!,,2026-08-14
anjouan,C,peakbet.io,Hello There,,,3-102-949997 SRL,ALSI-202601049-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,PeakBet — Back soon,,2026-08-14
anjouan,C,wildwin.io,Hello There,,,3-102-950481 Limitada,ALSI-202601048-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Hello There!,,2026-08-14
anjouan,C,fixa.casino,Переход на новый сайт,,,FX Solutions Ltd,ALSI-202601058-FI2,,2027-01-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Переход на новый сайт,,2026-08-14
anjouan,C,appleicasino.com,AppleiCasino,playersupport@appleicasino.com,site-contact-page,AIC Enterprises LLC,ALSI-202602038-FI2,,2027-02-27,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,AppleiCasino | Crypto Casino,,2026-08-14
anjouan,C,betss.com,Betss,,,Ceylonite Ltd,ALSI-202603025-FI1,,2027-03-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Betss - Better Betss with Sporting Star,,2026-08-14
anjouan,C,betfuze.com,Betfuze,,,BET Fusion Ltd,ALSI-202603042-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Betfuze – Next-Gen Crypto Casino | Instant & No-Limit Deposits & Withdrawals,,2026-08-14
anjouan,C,solstake.tv,Solstake.tv,,,SOLSTART LTD,ALSI-202603055-FI2,,2027-03-30,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Solstake.tv | Token-Gated Livestreaming on Solana,,2026-08-14
anjouan,C,rolly.info,Platform,,,3-102-954977 SRL,ALSI-202604001-FI1,,2027-04-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Platform,,2026-08-14
anjouan,C,placebet.partners,Place.bet Partners,partners@clubaffiliates.com,affcatalog:Club Affiliates,3-102-959375 SRL,ALSI-202604017-FI1,,2027-04-13,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Place.bet Partners - Home,,2026-08-14
anjouan,C,2k.bet,2KBet,,,2K Services Ltd,ALSI-202604019-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,2k company,HTTP 503,2026-08-14
anjouan,C,gorillacasinos.com,Gorilla,info@gorillacasinos.com,site-contact-page,Luminous Interactive Solutions Ltd,ALSI-202604040-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Gorilla Casino,,2026-08-14
anjouan,C,sinbet.co.com,Sinbet,,,GK INTERACTIVE LTD,ALSI-202604035-FI2,,2027-04-28,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,,,2026-08-14
anjouan,C,degenta.com,Degenta,,,Thornwick Ltd,ALSI-202605028-FI1,,2027-05-10,licence-matched,,DRAFT ONLY — NOT SENT,,live,yes,200,Degenta,,2026-08-14
curacao,,apolobet.com,apolobet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,The premium domain name apolobet.com is for sale. Buy it now!,,2026-08-14
curacao,,azar365.com,azar,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,betjuve.com,Betjuve,destek@betjuve.com,site-contact-page,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Betjuve,,2026-08-14
curacao,,neredebahis.com,Neredebahis,destek@neredebahis.com,site-contact-page,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Neredebahis - Güncel Giriş Adresi,,2026-08-14
curacao,,tricobet.io,TricoBET,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,TricoBET — Casino,,2026-08-14
curacao,,1x2bet.co,1X2BET.CO,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,1X2BET.CO - Bienvenidos,,2026-08-14
curacao,,8bet.co.sz,co,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,"Play crash games, sports betting and more | 8Bet Eswatini",,2026-08-14
curacao,,apuestalos.com,APUESTALOS,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,APUESTALOS,,2026-08-14
curacao,,apuestaswin.com,ApuestasWin,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,"ApuestasWin | Deportes, Casino y más",,2026-08-14
curacao,,astrobet.ec,astrobet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,bet593.online,Pronósticos deportivos,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Pronósticos deportivos | Juegos Online | bet593.ec,URLError,2026-08-14
curacao,,betplatino.co,Betplatino,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Betplatino,,2026-08-14
curacao,,betpro.hn,Betpro Honduras,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Betpro Honduras | Apuestas Deportivas y Casino en Línea,,2026-08-14
curacao,,brmegas.com,brmegas,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,bwise365.com,Bwise365 Sportsbook,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Bwise365 Sportsbook,,2026-08-14
curacao,,casinoencasa.com,CasinoEnCasa,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,CasinoEnCasa,,2026-08-14
curacao,,extrabet.games,extrabet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,fixplay.pe,Betting website,soporte@fixplay.pe,site-contact-page,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Betting website,,2026-08-14
curacao,,galeribet.com,Galeribet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Galeribet,,2026-08-14
curacao,,golbetting.com,Golbet,,,Trickless N.V,OGL/2024/139/0125,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Golbet - Rakipsiz Online Bahis Sitesi,,2026-08-14
